date,start,end,n_alert_windows,peak_z,peak_time,peak_classes,share_multiclass,sigma_ratio,event,type
2012-06-29,13:31:00,13:33:00,3,4.826628181834437,13:32:00,1,0.0,0.4002131574481754,,compressed
2011-03-28,14:02:00,14:22:00,20,4.8209166772015415,14:11:00,1,0.05,0.4526092476839903,,compressed
2017-08-07,12:44:00,13:20:00,35,4.815595680641303,12:47:00,3,0.9714285714285714,0.5449955230837583,,compressed
2021-02-02,15:06:00,15:10:00,5,4.810379206895909,15:07:00,3,1.0,0.4110757251877475,,compressed
2020-09-09,10:58:00,11:01:00,4,4.809764286619856,10:59:00,1,0.5,0.5875563394610935,,compressed
2011-08-12,14:12:00,14:24:00,13,4.809010325551745,14:15:00,2,1.0,0.5223015986302736,,compressed
2019-12-05,14:57:00,15:26:00,30,4.809004671946445,14:57:00,2,1.0,2.204907880445063,,dispersed
2011-03-31,13:25:00,14:08:00,39,4.805131825611577,13:27:00,1,0.358974358974359,0.40981603608241446,,compressed
2010-01-19,14:42:00,15:03:00,22,4.803084127434009,15:03:00,3,0.5,0.31656789096141325,,compressed
2015-10-28,14:00:00,14:05:00,6,4.798630204918686,14:00:00,2,1.0,2.1252927403708526,,dispersed
2015-11-12,12:29:00,12:34:00,6,4.79593881521414,12:32:00,1,0.0,0.9757101365450325,,mixed
2014-08-20,12:50:00,13:16:00,27,4.790218120027771,13:03:00,3,0.48148148148148145,0.33466030566965144,,compressed
2012-07-11,14:00:00,14:03:00,2,4.789994397540953,14:00:00,3,1.0,0.9213129502484302,,mixed
2015-06-10,11:13:00,11:18:00,5,4.789818956722415,11:13:00,2,1.0,2.1280069540266817,,dispersed
2014-06-20,14:41:00,14:44:00,4,4.769084166211655,14:44:00,1,0.5,0.44065144155353125,,compressed
2020-03-09,10:00:00,10:06:00,7,4.766530943647411,10:02:00,2,1.0,2.248971106283428,COVID CIRCUIT BREAKER #1 (open),dispersed
2011-07-20,13:38:00,13:53:00,16,4.7623863200559455,13:48:00,2,0.375,0.44563663623344113,,compressed
2015-07-13,10:00:00,10:15:00,15,4.76221102064341,10:10:00,2,0.6,1.0218753345920166,,mixed
2012-08-29,12:30:00,13:04:00,35,4.761431897102345,12:44:00,3,0.22857142857142856,0.4275965479446247,,compressed
2018-09-12,14:04:00,14:09:00,6,4.7589798370618706,14:08:00,2,0.8333333333333334,0.7655140707482728,,mixed
2014-01-30,12:24:00,12:34:00,7,4.756303601008325,12:26:00,3,0.7142857142857143,0.5879598056237125,,compressed
2011-05-10,13:49:00,14:07:00,19,4.750519194023393,13:50:00,2,0.9473684210526315,0.4648025056602793,,compressed
2009-08-20,13:12:00,13:27:00,12,4.750253035198059,13:19:00,3,0.16666666666666666,0.37004634175735096,,compressed
2010-11-15,13:34:00,13:46:00,12,4.749402100890748,13:39:00,2,0.75,0.8055816533925599,,mixed
