country,city,date,congestion,diffRatio
Saudi Arabia,Riyadh,2021-03-10,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-03-11,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-03-12,4,-0.6
Saudi Arabia,Riyadh,2021-03-13,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-03-14,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-03-15,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-03-16,6,-0.6
Saudi Arabia,Riyadh,2021-03-17,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-03-18,10,-0.4444444444444444
Saudi Arabia,Riyadh,2021-03-19,7,-0.3
Saudi Arabia,Riyadh,2021-03-20,6,-0.3333333333333333
Saudi Arabia,Riyadh,2021-03-21,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-03-22,6,-0.6
Saudi Arabia,Riyadh,2021-03-23,6,-0.6
Saudi Arabia,Riyadh,2021-03-24,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-03-25,10,-0.4444444444444444
Saudi Arabia,Riyadh,2021-03-26,7,-0.3
Saudi Arabia,Riyadh,2021-03-27,7,-0.2222222222222222
Saudi Arabia,Riyadh,2021-03-28,9,-0.35714285714285715
Saudi Arabia,Riyadh,2021-03-29,9,-0.4
Saudi Arabia,Riyadh,2021-03-30,9,-0.4
Saudi Arabia,Riyadh,2021-03-31,10,-0.3333333333333333
Saudi Arabia,Riyadh,2021-04-01,13,-0.2777777777777778
Saudi Arabia,Riyadh,2021-04-02,9,-0.1
Saudi Arabia,Riyadh,2021-04-03,9,0.0
Saudi Arabia,Riyadh,2021-04-04,8,-0.42857142857142855
Saudi Arabia,Riyadh,2021-04-05,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-04-06,9,-0.4
Saudi Arabia,Riyadh,2021-04-07,9,-0.4
Saudi Arabia,Riyadh,2021-04-08,11,-0.3888888888888889
Saudi Arabia,Riyadh,2021-04-09,6,-0.4
Saudi Arabia,Riyadh,2021-04-10,9,0.0
Saudi Arabia,Riyadh,2021-04-11,13,-0.07142857142857142
Saudi Arabia,Riyadh,2021-04-12,13,-0.13333333333333333
Saudi Arabia,Riyadh,2021-04-13,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-14,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-15,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-16,4,-0.6
Saudi Arabia,Riyadh,2021-04-17,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-18,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-04-19,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-20,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-21,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-22,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-04-23,5,-0.5
Saudi Arabia,Riyadh,2021-04-24,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-04-25,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-04-26,6,-0.6
Saudi Arabia,Riyadh,2021-04-27,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-04-28,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-04-29,7,-0.6111111111111112
Saudi Arabia,Riyadh,2021-04-30,7,-0.3
Saudi Arabia,Riyadh,2021-05-01,7,-0.2222222222222222
Saudi Arabia,Riyadh,2021-05-02,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-05-03,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-05-04,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-05-05,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-05-06,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-05-07,4,-0.6
Saudi Arabia,Riyadh,2021-05-08,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-05-09,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-05-10,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-05-11,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-05-12,3,-0.8
Saudi Arabia,Riyadh,2021-05-13,1,-0.9444444444444444
Saudi Arabia,Riyadh,2021-05-14,0,-1.0
Saudi Arabia,Riyadh,2021-05-15,0,-1.0
Saudi Arabia,Riyadh,2021-05-16,1,-0.9285714285714286
Saudi Arabia,Riyadh,2021-05-17,0,-1.0
Saudi Arabia,Riyadh,2021-05-18,1,-0.9333333333333333
Saudi Arabia,Riyadh,2021-05-19,1,-0.9333333333333333
Saudi Arabia,Riyadh,2021-05-20,2,-0.8888888888888888
Saudi Arabia,Riyadh,2021-05-21,2,-0.8
Saudi Arabia,Riyadh,2021-05-22,2,-0.7777777777777778
Saudi Arabia,Riyadh,2021-05-23,2,-0.8571428571428571
Saudi Arabia,Riyadh,2021-05-24,3,-0.8
Saudi Arabia,Riyadh,2021-05-25,3,-0.8
Saudi Arabia,Riyadh,2021-05-26,3,-0.8
Saudi Arabia,Riyadh,2021-05-27,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-05-28,5,-0.5
Saudi Arabia,Riyadh,2021-05-29,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-05-30,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-05-31,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-06-01,6,-0.6
Saudi Arabia,Riyadh,2021-06-02,6,-0.6
Saudi Arabia,Riyadh,2021-06-03,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-06-04,5,-0.5
Saudi Arabia,Riyadh,2021-06-05,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-06-06,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-06-07,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-06-08,3,-0.8
Saudi Arabia,Riyadh,2021-06-09,3,-0.8
Saudi Arabia,Riyadh,2021-06-10,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-06-11,2,-0.8
Saudi Arabia,Riyadh,2021-06-12,1,-0.8888888888888888
Saudi Arabia,Riyadh,2021-06-13,2,-0.8571428571428571
Saudi Arabia,Riyadh,2021-06-14,3,-0.8
Saudi Arabia,Riyadh,2021-06-15,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-06-16,3,-0.8
Saudi Arabia,Riyadh,2021-06-17,4,-0.7777777777777778
Saudi Arabia,Riyadh,2021-06-18,2,-0.8
Saudi Arabia,Riyadh,2021-06-19,1,-0.8888888888888888
Saudi Arabia,Riyadh,2021-06-20,2,-0.8571428571428571
Saudi Arabia,Riyadh,2021-06-21,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-06-22,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-06-23,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-06-24,4,-0.7777777777777778
Saudi Arabia,Riyadh,2021-06-25,2,-0.8
Saudi Arabia,Riyadh,2021-06-26,2,-0.7777777777777778
Saudi Arabia,Riyadh,2021-06-27,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-06-28,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-06-29,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-06-30,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-07-01,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-07-02,3,-0.7
Saudi Arabia,Riyadh,2021-07-03,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-07-04,3,-0.7857142857142857
Saudi Arabia,Riyadh,2021-07-05,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-07-06,3,-0.8
Saudi Arabia,Riyadh,2021-07-07,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-07-08,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-07-09,3,-0.7
Saudi Arabia,Riyadh,2021-07-10,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-07-11,3,-0.7857142857142857
Saudi Arabia,Riyadh,2021-07-12,3,-0.8
Saudi Arabia,Riyadh,2021-07-13,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-07-14,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-07-15,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-07-16,2,-0.8
Saudi Arabia,Riyadh,2021-07-17,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-07-18,3,-0.7857142857142857
Saudi Arabia,Riyadh,2021-07-19,1,-0.9333333333333333
Saudi Arabia,Riyadh,2021-07-20,0,-1.0
Saudi Arabia,Riyadh,2021-07-21,0,-1.0
Saudi Arabia,Riyadh,2021-07-22,2,-0.8888888888888888
Saudi Arabia,Riyadh,2021-07-23,1,-0.9
Saudi Arabia,Riyadh,2021-07-24,0,-1.0
Saudi Arabia,Riyadh,2021-07-25,0,-1.0
Saudi Arabia,Riyadh,2021-07-26,1,-0.9333333333333333
Saudi Arabia,Riyadh,2021-07-27,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-07-28,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-07-29,3,-0.8333333333333334
Saudi Arabia,Riyadh,2021-07-30,2,-0.8
Saudi Arabia,Riyadh,2021-07-31,2,-0.7777777777777778
Saudi Arabia,Riyadh,2021-08-01,2,-0.8571428571428571
Saudi Arabia,Riyadh,2021-08-02,3,-0.8
Saudi Arabia,Riyadh,2021-08-03,3,-0.8
Saudi Arabia,Riyadh,2021-08-04,3,-0.8
Saudi Arabia,Riyadh,2021-08-05,3,-0.8333333333333334
Saudi Arabia,Riyadh,2021-08-06,2,-0.8
Saudi Arabia,Riyadh,2021-08-07,2,-0.7777777777777778
Saudi Arabia,Riyadh,2021-08-08,2,-0.8571428571428571
Saudi Arabia,Riyadh,2021-08-09,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-10,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-11,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-12,3,-0.8333333333333334
Saudi Arabia,Riyadh,2021-08-13,1,-0.9
Saudi Arabia,Riyadh,2021-08-14,1,-0.8888888888888888
Saudi Arabia,Riyadh,2021-08-15,1,-0.9285714285714286
Saudi Arabia,Riyadh,2021-08-16,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-17,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-18,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-19,2,-0.8888888888888888
Saudi Arabia,Riyadh,2021-08-20,1,-0.9
Saudi Arabia,Riyadh,2021-08-21,1,-0.8888888888888888
Saudi Arabia,Riyadh,2021-08-22,1,-0.9285714285714286
Saudi Arabia,Riyadh,2021-08-23,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-24,2,-0.8666666666666667
Saudi Arabia,Riyadh,2021-08-25,3,-0.8
Saudi Arabia,Riyadh,2021-08-26,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-08-28,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-08-29,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-08-30,3,-0.8
Saudi Arabia,Riyadh,2021-08-31,3,-0.8
Saudi Arabia,Riyadh,2021-09-01,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-09-02,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-09-03,4,-0.6
Saudi Arabia,Riyadh,2021-09-04,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-09-05,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-09-06,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-07,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-09-08,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-09,7,-0.6111111111111112
Saudi Arabia,Riyadh,2021-09-10,4,-0.6
Saudi Arabia,Riyadh,2021-09-11,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-12,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-09-13,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-14,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-15,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-16,7,-0.6111111111111112
Saudi Arabia,Riyadh,2021-09-17,3,-0.7
Saudi Arabia,Riyadh,2021-09-18,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-19,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-09-20,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-09-21,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-09-22,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-09-23,15,-0.16666666666666666
Saudi Arabia,Riyadh,2021-09-24,7,-0.3
Saudi Arabia,Riyadh,2021-09-25,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-09-26,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-09-27,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-09-28,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-09-29,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-09-30,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-10-01,4,-0.6
Saudi Arabia,Riyadh,2021-10-02,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-10-03,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-10-04,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-10-05,6,-0.6
Saudi Arabia,Riyadh,2021-10-06,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-10-07,7,-0.6111111111111112
Saudi Arabia,Riyadh,2021-10-08,5,-0.5
Saudi Arabia,Riyadh,2021-10-09,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-10-10,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-10-11,6,-0.6
Saudi Arabia,Riyadh,2021-10-12,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-10-13,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-10-14,6,-0.6666666666666666
Saudi Arabia,Riyadh,2021-10-15,3,-0.7
Saudi Arabia,Riyadh,2021-10-16,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-10-17,4,-0.7142857142857143
Saudi Arabia,Riyadh,2021-10-18,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-10-19,4,-0.7333333333333333
Saudi Arabia,Riyadh,2021-10-20,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-10-21,5,-0.7222222222222222
Saudi Arabia,Riyadh,2021-10-22,2,-0.8
Saudi Arabia,Riyadh,2021-10-23,2,-0.7777777777777778
Saudi Arabia,Riyadh,2021-10-24,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-10-25,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-10-26,6,-0.6
Saudi Arabia,Riyadh,2021-10-27,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-10-28,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-10-29,3,-0.7
Saudi Arabia,Riyadh,2021-10-30,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-10-31,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-11-01,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-02,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-11-03,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-11-04,9,-0.5
Saudi Arabia,Riyadh,2021-11-05,3,-0.7
Saudi Arabia,Riyadh,2021-11-06,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-11-07,6,-0.5714285714285714
Saudi Arabia,Riyadh,2021-11-08,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-09,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-10,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-11,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-11-12,4,-0.6
Saudi Arabia,Riyadh,2021-11-13,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-11-14,7,-0.5
Saudi Arabia,Riyadh,2021-11-15,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-11-16,6,-0.6
Saudi Arabia,Riyadh,2021-11-17,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-18,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-11-19,2,-0.8
Saudi Arabia,Riyadh,2021-11-20,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-11-21,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-11-22,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-11-23,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-11-24,9,-0.4
Saudi Arabia,Riyadh,2021-11-25,11,-0.3888888888888889
Saudi Arabia,Riyadh,2021-11-26,4,-0.6
Saudi Arabia,Riyadh,2021-11-27,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-11-28,8,-0.42857142857142855
Saudi Arabia,Riyadh,2021-11-29,10,-0.3333333333333333
Saudi Arabia,Riyadh,2021-11-30,9,-0.4
Saudi Arabia,Riyadh,2021-12-01,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-02,10,-0.4444444444444444
Saudi Arabia,Riyadh,2021-12-03,5,-0.5
Saudi Arabia,Riyadh,2021-12-04,6,-0.3333333333333333
Saudi Arabia,Riyadh,2021-12-05,8,-0.42857142857142855
Saudi Arabia,Riyadh,2021-12-06,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-12-07,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-12-08,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-09,9,-0.5
Saudi Arabia,Riyadh,2021-12-10,4,-0.6
Saudi Arabia,Riyadh,2021-12-11,5,-0.4444444444444444
Saudi Arabia,Riyadh,2021-12-12,7,-0.5
Saudi Arabia,Riyadh,2021-12-13,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-14,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-15,7,-0.5333333333333333
Saudi Arabia,Riyadh,2021-12-16,8,-0.5555555555555556
Saudi Arabia,Riyadh,2021-12-17,3,-0.7
Saudi Arabia,Riyadh,2021-12-18,3,-0.6666666666666666
Saudi Arabia,Riyadh,2021-12-19,5,-0.6428571428571429
Saudi Arabia,Riyadh,2021-12-20,6,-0.6
Saudi Arabia,Riyadh,2021-12-21,5,-0.6666666666666666
Saudi Arabia,Riyadh,2021-12-22,6,-0.6
Saudi Arabia,Riyadh,2021-12-23,7,-0.6111111111111112
Saudi Arabia,Riyadh,2021-12-24,2,-0.8
Saudi Arabia,Riyadh,2021-12-25,4,-0.5555555555555556
Saudi Arabia,Riyadh,2021-12-26,7,-0.5
Saudi Arabia,Riyadh,2021-12-27,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-28,8,-0.4666666666666667
Saudi Arabia,Riyadh,2021-12-29,15,0.0
Saudi Arabia,Riyadh,2021-12-30,13,-0.2777777777777778
Saudi Arabia,Riyadh,2021-12-31,5,-0.5
Saudi Arabia,Riyadh,2022-01-01,12,0.3333333333333333
Saudi Arabia,Riyadh,2022-01-02,11,-0.21428571428571427
Saudi Arabia,Riyadh,2022-01-03,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-01-04,7,-0.5333333333333333
Saudi Arabia,Riyadh,2022-01-05,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-01-06,8,-0.5555555555555556
Saudi Arabia,Riyadh,2022-01-07,3,-0.7
Saudi Arabia,Riyadh,2022-01-08,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-01-09,5,-0.6428571428571429
Saudi Arabia,Riyadh,2022-01-10,6,-0.6
Saudi Arabia,Riyadh,2022-01-11,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-12,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-13,5,-0.7222222222222222
Saudi Arabia,Riyadh,2022-01-14,10,0.0
Saudi Arabia,Riyadh,2022-01-15,13,0.4444444444444444
Saudi Arabia,Riyadh,2022-01-16,6,-0.5714285714285714
Saudi Arabia,Riyadh,2022-01-17,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-18,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-19,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-20,6,-0.6666666666666666
Saudi Arabia,Riyadh,2022-01-21,2,-0.8
Saudi Arabia,Riyadh,2022-01-22,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-01-23,7,-0.5
Saudi Arabia,Riyadh,2022-01-24,7,-0.5333333333333333
Saudi Arabia,Riyadh,2022-01-25,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-01-26,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-01-27,11,-0.3888888888888889
Saudi Arabia,Riyadh,2022-01-28,5,-0.5
Saudi Arabia,Riyadh,2022-01-29,6,-0.3333333333333333
Saudi Arabia,Riyadh,2022-01-30,11,-0.21428571428571427
Saudi Arabia,Riyadh,2022-01-31,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-02-01,12,-0.2
Saudi Arabia,Riyadh,2022-02-02,10,-0.3333333333333333
Saudi Arabia,Riyadh,2022-02-03,10,-0.4444444444444444
Saudi Arabia,Riyadh,2022-02-04,4,-0.6
Saudi Arabia,Riyadh,2022-02-05,6,-0.3333333333333333
Saudi Arabia,Riyadh,2022-02-06,11,-0.21428571428571427
Saudi Arabia,Riyadh,2022-02-07,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-02-08,12,-0.2
Saudi Arabia,Riyadh,2022-02-09,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-02-10,12,-0.3333333333333333
Saudi Arabia,Riyadh,2022-02-11,4,-0.6
Saudi Arabia,Riyadh,2022-02-12,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-02-13,12,-0.14285714285714285
Saudi Arabia,Riyadh,2022-02-14,14,-0.06666666666666667
Saudi Arabia,Riyadh,2022-02-15,12,-0.2
Saudi Arabia,Riyadh,2022-02-16,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-02-17,8,-0.5555555555555556
Saudi Arabia,Riyadh,2022-02-18,3,-0.7
Saudi Arabia,Riyadh,2022-02-19,4,-0.5555555555555556
Saudi Arabia,Riyadh,2022-02-20,11,-0.21428571428571427
Saudi Arabia,Riyadh,2022-02-21,12,-0.2
Saudi Arabia,Riyadh,2022-02-22,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-02-23,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-02-24,8,-0.5555555555555556
Saudi Arabia,Riyadh,2022-02-25,4,-0.6
Saudi Arabia,Riyadh,2022-02-26,3,-0.6666666666666666
Saudi Arabia,Riyadh,2022-02-27,12,-0.14285714285714285
Saudi Arabia,Riyadh,2022-02-28,13,-0.13333333333333333
Saudi Arabia,Riyadh,2022-03-01,13,-0.13333333333333333
Saudi Arabia,Riyadh,2022-03-02,13,-0.13333333333333333
Saudi Arabia,Riyadh,2022-03-03,12,-0.3333333333333333
Saudi Arabia,Riyadh,2022-03-04,2,-0.8
Saudi Arabia,Riyadh,2022-03-05,6,-0.3333333333333333
Saudi Arabia,Riyadh,2022-03-06,11,-0.21428571428571427
Saudi Arabia,Riyadh,2022-03-07,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-03-08,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-03-09,10,-0.3333333333333333
Saudi Arabia,Riyadh,2022-03-10,12,-0.3333333333333333
Saudi Arabia,Riyadh,2022-03-11,6,-0.4
Saudi Arabia,Riyadh,2022-03-12,7,-0.2222222222222222
Saudi Arabia,Riyadh,2022-03-13,7,-0.5
Saudi Arabia,Riyadh,2022-03-14,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-03-15,8,-0.4666666666666667
Saudi Arabia,Riyadh,2022-03-16,9,-0.4
Saudi Arabia,Riyadh,2022-03-17,8,-0.5555555555555556
Saudi Arabia,Riyadh,2022-03-18,4,-0.6
Saudi Arabia,Riyadh,2022-03-19,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-03-20,8,-0.42857142857142855
Saudi Arabia,Riyadh,2022-03-21,9,-0.4
Saudi Arabia,Riyadh,2022-03-22,11,-0.26666666666666666
Saudi Arabia,Riyadh,2022-03-23,9,-0.4
Saudi Arabia,Riyadh,2022-03-24,13,-0.2777777777777778
Saudi Arabia,Riyadh,2022-03-25,7,-0.3
Saudi Arabia,Riyadh,2022-03-26,7,-0.2222222222222222
Saudi Arabia,Riyadh,2022-03-27,13,-0.07142857142857142
Saudi Arabia,Riyadh,2022-03-28,14,-0.06666666666666667
Saudi Arabia,Riyadh,2022-03-29,14,-0.06666666666666667
Saudi Arabia,Riyadh,2022-03-30,15,0.0
Saudi Arabia,Riyadh,2022-03-31,19,0.05555555555555555
Saudi Arabia,Riyadh,2022-04-01,10,0.0
Saudi Arabia,Riyadh,2022-04-02,3,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-03,7,-0.5
Saudi Arabia,Riyadh,2022-04-04,7,-0.5333333333333333
Saudi Arabia,Riyadh,2022-04-05,7,-0.5333333333333333
Saudi Arabia,Riyadh,2022-04-06,6,-0.6
Saudi Arabia,Riyadh,2022-04-07,7,-0.6111111111111112
Saudi Arabia,Riyadh,2022-04-08,5,-0.5
Saudi Arabia,Riyadh,2022-04-09,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-04-10,6,-0.5714285714285714
Saudi Arabia,Riyadh,2022-04-11,6,-0.6
Saudi Arabia,Riyadh,2022-04-12,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-13,6,-0.6
Saudi Arabia,Riyadh,2022-04-14,7,-0.6111111111111112
Saudi Arabia,Riyadh,2022-04-15,6,-0.4
Saudi Arabia,Riyadh,2022-04-16,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-04-17,5,-0.6428571428571429
Saudi Arabia,Riyadh,2022-04-18,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-19,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-20,6,-0.6
Saudi Arabia,Riyadh,2022-04-21,7,-0.6111111111111112
Saudi Arabia,Riyadh,2022-04-22,5,-0.5
Saudi Arabia,Riyadh,2022-04-23,4,-0.5555555555555556
Saudi Arabia,Riyadh,2022-04-24,5,-0.6428571428571429
Saudi Arabia,Riyadh,2022-04-25,6,-0.6
Saudi Arabia,Riyadh,2022-04-26,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-27,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-04-28,11,-0.3888888888888889
Saudi Arabia,Riyadh,2022-04-29,9,-0.1
Saudi Arabia,Riyadh,2022-04-30,5,-0.4444444444444444
Saudi Arabia,Riyadh,2022-05-01,4,-0.7142857142857143
Saudi Arabia,Riyadh,2022-05-02,1,-0.9333333333333333
Saudi Arabia,Riyadh,2022-05-03,1,-0.9333333333333333
Saudi Arabia,Riyadh,2022-05-04,1,-0.9333333333333333
Saudi Arabia,Riyadh,2022-05-05,1,-0.9444444444444444
Saudi Arabia,Riyadh,2022-05-06,1,-0.9
Saudi Arabia,Riyadh,2022-05-07,1,-0.8888888888888888
Saudi Arabia,Riyadh,2022-05-08,3,-0.7857142857142857
Saudi Arabia,Riyadh,2022-05-09,4,-0.7333333333333333
Saudi Arabia,Riyadh,2022-05-10,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-05-11,5,-0.6666666666666666
Saudi Arabia,Riyadh,2022-05-12,6,-0.6666666666666666
Saudi Arabia,Riyadh,2022-05-13,4,-0.6
Saudi Arabia,Riyadh,2022-05-14,3,-0.6666666666666666
