datetime,close
1871-01-01,109.05
1871-02-01,107.25
1871-03-01,108.27
1871-04-01,115.54
1871-05-01,121.22
1871-06-01,122.11
1871-07-01,119.83
1871-08-01,123.29
1871-09-01,121.66
1871-10-01,113.6
1871-11-01,114.84
1871-12-01,114.67
1872-01-01,117.57
1872-02-01,118.05
1872-03-01,120.12
1872-04-01,120.77
1872-05-01,120.77
1872-06-01,120.48
1872-07-01,121.55
1872-08-01,119.24
1872-09-01,116.25
1872-10-01,119.33
1872-11-01,115.41
1872-12-01,119.95
1873-01-01,120.89
1873-02-01,119.21
1873-03-01,118.28
1873-04-01,116.66
1873-05-01,119.47
1873-06-01,121.39
1873-07-01,121.14
1873-08-01,121.14
1873-09-01,111.88
1873-10-01,104.5
1873-11-01,103.99
1873-12-01,111.1
1874-01-01,115.33
1874-02-01,118.8
1874-03-01,117.07
1874-04-01,115.63
1874-05-01,113.5
1874-06-01,115.72
1874-07-01,114.8
1874-08-01,115.98
1874-09-01,117.8
1874-10-01,119.47
1874-11-01,121.52
1874-12-01,120.72
1875-01-01,120.72
1875-02-01,120.46
1875-03-01,122.05
1875-04-01,122.63
1875-05-01,120.86
1875-06-01,120.45
1875-07-01,120.72
1875-08-01,120.25
1875-09-01,120.17
1875-10-01,118.25
1875-11-01,121.21
1875-12-01,122.26
1876-01-01,125.88
1876-02-01,127.57
1876-03-01,127.29
1876-04-01,123.57
1876-05-01,123.38
1876-06-01,125.97
1876-07-01,124.45
1876-08-01,118.17
1876-09-01,109.93
1876-10-01,107.35
1876-11-01,104.35
1876-12-01,101.93
1877-01-01,99.32
1877-02-01,95.95
1877-03-01,95.32
1877-04-01,85.99
1877-05-01,84.46
1877-06-01,82.87
1877-07-01,85.7
1877-08-01,95.27
1877-09-01,102.2
1877-10-01,104.41
1877-11-01,104.89
1877-12-01,104.57
1878-01-01,107.8
1878-02-01,106.58
1878-03-01,110.9
1878-04-01,115.21
1878-05-01,119.4
1878-06-01,124.68
1878-07-01,125.81
1878-08-01,123.34
1878-09-01,125.84
1878-10-01,125.81
1878-11-01,126.87
1878-12-01,129.07
1879-01-01,132.4
1879-02-01,135.64
1879-03-01,134.99
1879-04-01,141.04
1879-05-01,147.4
1879-06-01,149.9
1879-07-01,151.15
1879-08-01,152.27
1879-09-01,152.56
1879-10-01,160.19
1879-11-01,160.22
1879-12-01,155.2
1880-01-01,156.58
1880-02-01,159.34
1880-03-01,160.87
1880-04-01,163.4
1880-05-01,155.02
1880-06-01,158.88
1880-07-01,166.18
1880-08-01,172.15
1880-09-01,170.07
1880-10-01,174.99
1880-11-01,182.32
1880-12-01,187.9
1881-01-01,201.17
1881-02-01,198.52
1881-03-01,200.77
1881-04-01,198.15
1881-05-01,209.13
1881-06-01,211.71
1881-07-01,202.29
1881-08-01,193.67
1881-09-01,187.94
1881-10-01,183.22
1881-11-01,186.13
1881-12-01,180.72
1882-01-01,178.01
1882-02-01,172.49
1882-03-01,172.19
1882-04-01,170.61
1882-05-01,167.02
1882-06-01,164.64
1882-07-01,175.5
1882-08-01,179.13
1882-09-01,185.9
1882-10-01,182.52
1882-11-01,176.35
1882-12-01,178.95
1883-01-01,178.03
1883-02-01,172.41
1883-03-01,176.19
1883-04-01,181.6
1883-05-01,180.24
1883-06-01,187.26
1883-07-01,188.12
1883-08-01,179.59
1883-09-01,183.43
1883-10-01,178.45
1883-11-01,182.99
1883-12-01,177.13
1884-01-01,171.82
1884-02-01,176.46
1884-03-01,175.8
1884-04-01,171.37
1884-05-01,160.87
1884-06-01,154.3
1884-07-01,155.98
1884-08-01,165.77
1884-09-01,162.29
1884-10-01,158.73
1884-11-01,159.04
1884-12-01,160.5
1885-01-01,156.8
1885-02-01,159.78
1885-03-01,163.87
1885-04-01,161.61
1885-05-01,163.52
1885-06-01,166.69
1885-07-01,170.83
1885-08-01,180.41
1885-09-01,180.26
1885-10-01,190.72
1885-11-01,200.71
1885-12-01,194.54
1886-01-01,199.18
1886-02-01,203.01
1886-03-01,201.19
1886-04-01,200.9
1886-05-01,201.9
1886-06-01,213.82
1886-07-01,214.36
1886-08-01,213.31
1886-09-01,218.87
1886-10-01,224.43
1886-11-01,229.99
1886-12-01,221.3
1887-01-01,213.73
1887-02-01,209.7
1887-03-01,214.62
1887-04-01,219.54
1887-05-01,223.33
1887-06-01,219.48
1887-07-01,216.69
1887-08-01,208.75
1887-09-01,208.55
1887-10-01,199.18
1887-11-01,200.62
1887-12-01,194.9
1888-01-01,194.14
1888-02-01,195.27
1888-03-01,187.87
1888-04-01,190.8
1888-05-01,195.7
1888-06-01,191.9
1888-07-01,194.56
1888-08-01,198.73
1888-09-01,203.65
1888-10-01,200.16
1888-11-01,193.79
1888-12-01,190.09
1889-01-01,200.71
1889-02-01,205.45
1889-03-01,203.64
1889-04-01,203.25
1889-05-01,213.96
1889-06-01,217.58
1889-07-01,213.16
1889-08-01,215.97
1889-09-01,218.47
1889-10-01,214.5
1889-11-01,212.51
1889-12-01,208.74
1890-01-01,216.37
1890-02-01,213.96
1890-03-01,212.35
1890-04-01,216.78
1890-05-01,223.24
1890-06-01,221.65
1890-07-01,220.06
1890-08-01,207.22
1890-09-01,201.38
1890-10-01,192.29
1890-11-01,182.58
1890-12-01,178.32
1891-01-01,189.91
1891-02-01,189.95
1891-03-01,184.24
1891-04-01,188.13
1891-05-01,189.6
1891-06-01,190.3
1891-07-01,189.47
1891-08-01,195.83
1891-09-01,214.36
1891-10-01,214.36
1891-11-01,213.82
1891-12-01,220.34
1892-01-01,230.24
1892-02-01,230.65
1892-03-01,239.38
1892-04-01,242.18
1892-05-01,242.18
1892-06-01,240.88
1892-07-01,234.54
1892-08-01,234.83
1892-09-01,228.98
1892-10-01,233.58
1892-11-01,226.85
1892-12-01,221.6
1893-01-01,217.47
1893-02-01,211.05
1893-03-01,208.35
1893-04-01,210.92
1893-05-01,194.66
1893-06-01,190.16
1893-07-01,176.96
1893-08-01,179.83
1893-09-01,185.0
1893-10-01,188.03
1893-11-01,196.05
1893-12-01,191.74
1894-01-01,193.05
1894-02-01,198.49
1894-03-01,210.3
1894-04-01,213.1
1894-05-01,205.17
1894-06-01,202.37
1894-07-01,198.18
1894-08-01,199.85
1894-09-01,200.2
1894-10-01,199.48
1894-11-01,199.48
1894-12-01,200.51
1895-01-01,198.18
1895-02-01,195.38
1895-03-01,195.38
1895-04-01,195.28
1895-05-01,203.18
1895-06-01,204.35
1895-07-01,208.03
1895-08-01,214.05
1895-09-01,215.39
1895-10-01,212.26
1895-11-01,205.11
1895-12-01,195.77
1896-01-01,196.27
1896-02-01,207.5
1896-03-01,204.24
1896-04-01,209.14
1896-05-01,211.3
1896-06-01,210.6
1896-07-01,196.95
1896-08-01,185.74
1896-09-01,195.49
1896-10-01,193.99
1896-11-01,201.32
1896-12-01,193.97
1897-01-01,199.67
1897-02-01,197.78
1897-03-01,198.25
1897-04-01,194.97
1897-05-01,198.9
1897-06-01,208.16
1897-07-01,217.42
1897-08-01,221.49
1897-09-01,225.68
1897-10-01,221.55
1897-11-01,213.73
1897-12-01,218.33
1898-01-01,224.3
1898-02-01,220.69
1898-03-01,210.72
1898-04-01,207.1
1898-05-01,206.17
1898-06-01,229.3
1898-07-01,233.5
1898-08-01,242.23
1898-09-01,241.77
1898-10-01,236.71
1898-11-01,244.53
1898-12-01,256.04
1899-01-01,275.52
1899-02-01,278.11
1899-03-01,282.08
1899-04-01,281.75
1899-05-01,270.01
1899-06-01,260.4
1899-07-01,265.86
1899-08-01,269.1
1899-09-01,256.19
1899-10-01,251.84
1899-11-01,253.47
1899-12-01,233.36
1900-01-01,236.46
1900-02-01,237.86
1900-03-01,239.78
1900-04-01,242.84
1900-05-01,236.99
1900-06-01,232.77
1900-07-01,229.93
1900-08-01,235.95
1900-09-01,227.58
1900-10-01,238.73
1900-11-01,257.4
1900-12-01,276.3
1901-01-01,280.83
1901-02-01,291.58
1901-03-01,302.04
1901-04-01,331.52
1901-05-01,314.82
1901-06-01,346.18
1901-07-01,318.93
1901-08-01,319.36
1901-09-01,313.9
1901-10-01,310.37
1901-11-01,313.22
1901-12-01,304.51
1902-01-01,314.77
1902-02-01,317.48
1902-03-01,317.87
1902-04-01,324.81
1902-05-01,320.23
1902-06-01,314.64
1902-07-01,321.75
1902-08-01,334.24
1902-09-01,331.1
1902-10-01,299.71
1902-11-01,297.89
1902-12-01,287.78
1903-01-01,299.12
1903-02-01,297.35
1903-03-01,295.42
1903-04-01,283.36
1903-05-01,284.33
1903-06-01,268.62
1903-07-01,256.27
1903-08-01,248.04
1903-09-01,239.28
1903-10-01,234.2
1903-11-01,237.71
1903-12-01,248.69
1904-01-01,247.04
1904-02-01,234.98
1904-03-01,236.92
1904-04-01,245.56
1904-05-01,246.04
1904-06-01,246.42
1904-07-01,256.64
1904-08-01,262.26
1904-09-01,270.71
1904-10-01,286.61
1904-11-01,295.36
1904-12-01,298.25
1905-01-01,304.76
1905-02-01,318.13
1905-03-01,330.89
1905-04-01,326.86
1905-05-01,314.35
1905-06-01,318.05
1905-07-01,328.03
1905-08-01,336.37
1905-09-01,341.35
1905-10-01,346.15
1905-11-01,340.39
1905-12-01,344.88
1906-01-01,356.81
1906-02-01,354.28
1906-03-01,345.61
1906-04-01,340.91
1906-05-01,328.18
1906-06-01,332.47
1906-07-01,335.06
1906-08-01,351.75
1906-09-01,358.57
1906-10-01,340.28
1906-11-01,343.54
1906-12-01,336.81
1907-01-01,330.74
1907-02-01,313.62
1907-03-01,285.81
1907-04-01,287.18
1907-05-01,271.47
1907-06-01,260.05
1907-07-01,270.0
1907-08-01,249.77
1907-09-01,247.12
1907-10-01,218.0
1907-11-01,213.93
1907-12-01,229.77
1908-01-01,242.19
1908-02-01,235.95
1908-03-01,245.6
1908-04-01,255.98
1908-05-01,269.77
1908-06-01,270.13
1908-07-01,276.98
1908-08-01,288.87
1908-09-01,285.72
1908-10-01,286.11
1908-11-01,302.24
1908-12-01,305.83
1909-01-01,310.11
1909-02-01,298.04
1909-03-01,302.1
1909-04-01,309.14
1909-05-01,316.17
1909-06-01,318.5
1909-07-01,323.05
1909-08-01,327.54
1909-09-01,324.61
1909-10-01,319.56
1909-11-01,314.94
1909-12-01,315.62
1910-01-01,311.85
1910-02-01,300.71
1910-03-01,302.32
1910-04-01,292.28
1910-05-01,292.94
1910-06-01,281.53
1910-07-01,267.3
1910-08-01,276.45
1910-09-01,281.06
1910-10-01,302.9
1910-11-01,308.81
1910-12-01,300.19
1911-01-01,307.48
1911-02-01,322.77
1911-03-01,315.65
1911-04-01,324.54
1911-05-01,331.54
1911-06-01,338.18
1911-07-01,333.16
1911-08-01,307.33
1911-09-01,287.58
1911-10-01,289.24
1911-11-01,303.98
1911-12-01,308.54
1912-01-01,305.66
1912-02-01,299.86
1912-03-01,302.25
1912-04-01,302.51
1912-05-01,302.19
1912-06-01,305.18
1912-07-01,305.5
1912-08-01,309.44
1912-09-01,308.0
1912-10-01,307.38
1912-11-01,303.94
1912-12-01,295.88
1913-01-01,290.51
1913-02-01,280.2
1913-03-01,274.89
1913-04-01,274.58
1913-05-01,269.83
1913-06-01,253.65
1913-07-01,254.49
1913-08-01,261.29
1913-09-01,261.13
1913-10-01,252.86
1913-11-01,243.99
1913-12-01,246.13
1914-01-01,256.23
1914-02-01,262.22
1914-03-01,257.27
1914-04-01,253.65
1914-05-01,252.63
1914-06-01,251.4
1914-07-01,235.11
1914-08-01,230.5
1914-09-01,230.5
1914-10-01,232.78
1914-11-01,230.5
1914-12-01,222.78
1915-01-01,226.72
1915-02-01,225.92
1915-03-01,234.08
1915-04-01,249.19
1915-05-01,240.96
1915-06-01,243.69
1915-07-01,242.78
1915-08-01,253.09
1915-09-01,262.48
1915-10-01,274.31
1915-11-01,281.16
1915-12-01,281.76
1916-01-01,274.63
1916-02-01,270.81
1916-03-01,267.35
1916-04-01,261.94
1916-05-01,265.22
1916-06-01,265.31
1916-07-01,261.63
1916-08-01,261.19
1916-09-01,266.97
1916-10-01,270.37
1916-11-01,271.79
1916-12-01,258.62
1917-01-01,250.4
1917-02-01,230.36
1917-03-01,237.5
1917-04-01,222.79
1917-05-01,211.9
1917-06-01,212.88
1917-07-01,210.22
1917-08-01,200.87
1917-09-01,186.9
1917-10-01,174.15
1917-11-01,159.64
1917-12-01,151.95
1918-01-01,157.66
1918-02-01,161.31
1918-03-01,159.19
1918-04-01,155.44
1918-05-01,157.08
1918-06-01,155.15
1918-07-01,152.25
1918-08-01,150.68
1918-09-01,147.02
1918-10-01,150.39
1918-11-01,151.37
1918-12-01,146.57
1919-01-01,145.64
1919-02-01,148.91
1919-03-01,151.57
1919-04-01,153.8
1919-05-01,162.48
1919-06-01,166.83
1919-07-01,167.31
1919-08-01,153.41
1919-09-01,154.96
1919-10-01,160.17
1919-11-01,152.07
1919-12-01,144.48
1920-01-01,140.06
1920-02-01,127.16
1920-03-01,134.73
1920-04-01,129.69
1920-05-01,119.78
1920-06-01,116.01
1920-07-01,116.42
1920-08-01,114.61
1920-09-01,120.46
1920-10-01,121.22
1920-11-01,115.65
1920-12-01,107.46
1921-01-01,114.56
1921-02-01,117.46
1921-03-01,115.09
1921-04-01,116.87
1921-05-01,123.14
1921-06-01,113.93
1921-07-01,112.94
1921-08-01,111.55
1921-09-01,115.63
1921-10-01,117.2
1921-11-01,124.21
1921-12-01,129.35
1922-01-01,132.23
1922-02-01,135.13
1922-03-01,141.88
1922-04-01,150.5
1922-05-01,156.36
1922-06-01,154.9
1922-07-01,155.07
1922-08-01,162.84
1922-09-01,167.08
1922-10-01,169.74
1922-11-01,160.35
1922-12-01,159.04
1923-01-01,162.17
1923-02-01,169.1
1923-03-01,171.83
1923-04-01,164.84
1923-05-01,157.05
1923-06-01,150.18
1923-07-01,143.45
1923-08-01,145.01
1923-09-01,145.05
1923-10-01,142.09
1923-11-01,146.34
1923-12-01,151.29
1924-01-01,156.25
1924-02-01,157.87
1924-03-01,155.75
1924-04-01,153.06
1924-05-01,152.52
1924-06-01,155.4
1924-07-01,161.66
1924-08-01,168.19
1924-09-01,165.6
1924-10-01,162.5
1924-11-01,171.57
1924-12-01,179.78
1925-01-01,187.22
1925-02-01,189.91
1925-03-01,183.85
1925-04-01,182.96
1925-05-01,187.75
1925-06-01,188.92
1925-07-01,191.98
1925-08-01,194.57
1925-09-01,199.07
1925-10-01,205.64
1925-11-01,208.51
1925-12-01,213.09
1926-01-01,216.34
1926-02-01,216.68
1926-03-01,203.11
1926-04-01,196.33
1926-05-01,198.81
1926-06-01,209.45
1926-07-01,220.76
1926-08-01,230.83
1926-09-01,233.01
1926-10-01,226.46
1926-11-01,228.13
1926-12-01,233.31
1927-01-01,234.41
1927-02-01,240.33
1927-03-01,245.43
1927-04-01,251.45
1927-05-01,258.62
1927-06-01,258.99
1927-07-01,269.32
1927-08-01,285.3
1927-09-01,299.76
1927-10-01,293.46
1927-11-01,301.88
1927-12-01,308.96
1928-01-01,310.2
1928-02-01,310.07
1928-03-01,326.72
1928-04-01,347.3
1928-05-01,355.96
1928-06-01,340.5
1928-07-01,343.01
1928-08-01,354.11
1928-09-01,374.61
1928-10-01,384.44
1928-11-01,410.42
1928-12-01,414.44
1929-01-01,445.05
1929-02-01,447.38
1929-03-01,457.93
1929-04-01,457.92
1929-05-01,462.07
1929-06-01,468.14
1929-07-01,503.96
1929-08-01,532.63
1929-09-01,553.86
1929-10-01,495.29
1929-11-01,364.17
1929-12-01,380.88
1930-01-01,388.66
1930-02-01,415.43
1930-03-01,433.65
1930-04-01,458.47
1930-05-01,433.65
1930-06-01,392.13
1930-07-01,388.38
1930-08-01,385.72
1930-09-01,383.21
1930-10-01,332.47
1930-11-01,310.23
1930-12-01,294.91
1931-01-01,307.67
1931-02-01,335.38
1931-03-01,344.0
1931-04-01,313.24
1931-05-01,286.72
1931-06-01,281.19
1931-07-01,290.52
1931-08-01,281.8
1931-09-01,241.43
1931-10-01,210.59
1931-11-01,216.37
1931-12-01,176.97
1932-01-01,177.68
1932-02-01,178.68
1932-03-01,180.62
1932-04-01,138.31
1932-05-01,123.12
1932-06-01,107.37
1932-07-01,112.77
1932-08-01,170.75
1932-09-01,188.7
1932-10-01,163.88
1932-11-01,163.5
1932-12-01,159.37
1933-01-01,168.25
1933-02-01,150.65
1933-03-01,151.36
1933-04-01,167.4
1933-05-01,215.5
1933-06-01,250.45
1933-07-01,262.43
1933-08-01,247.45
1933-09-01,245.37
1933-10-01,221.48
1933-11-01,226.81
1933-12-01,231.22
1934-01-01,244.44
1934-02-01,260.55
1934-03-01,247.2
1934-04-01,251.35
1934-05-01,225.8
1934-06-01,227.08
1934-07-01,216.35
1934-08-01,207.89
1934-09-01,199.88
1934-10-01,202.95
1934-11-01,208.62
1934-12-01,211.55
1935-01-01,208.44
1935-02-01,200.66
1935-03-01,187.92
1935-04-01,200.54
1935-05-01,216.29
1935-06-01,226.13
1935-07-01,237.98
1935-08-01,254.06
1935-09-01,259.43
1935-10-01,266.35
1935-11-01,289.27
1935-12-01,289.27
1936-01-01,305.24
1936-02-01,322.76
1936-03-01,332.05
1936-04-01,332.49
1936-05-01,314.84
1936-06-01,325.87
1936-07-01,342.69
1936-08-01,347.02
1936-09-01,350.95
1936-10-01,369.32
1936-11-01,379.6
1936-12-01,373.04
1937-01-01,381.9
1937-02-01,393.19
1937-03-01,389.99
1937-04-01,364.14
1937-05-01,345.46
1937-06-01,332.49
1937-07-01,349.83
1937-08-01,353.42
1937-09-01,301.3
1937-10-01,257.48
1937-11-01,236.46
1937-12-01,234.27
1938-01-01,243.82
1938-02-01,239.69
1938-03-01,223.84
1938-04-01,213.21
1938-05-01,216.68
1938-06-01,221.67
1938-07-01,265.74
1938-08-01,267.26
1938-09-01,255.11
1938-10-01,285.57
1938-11-01,285.79
1938-12-01,277.48
1939-01-01,273.33
1939-02-01,273.09
1939-03-01,272.87
1939-04-01,240.24
1939-05-01,249.12
1939-06-01,253.55
1939-07-01,259.76
1939-08-01,255.99
1939-09-01,277.25
1939-10-01,282.07
1939-11-01,277.05
1939-12-01,270.49
1940-01-01,270.89
1940-02-01,267.21
1940-03-01,265.67
1940-04-01,268.3
1940-05-01,231.34
1940-06-01,209.95
1940-07-01,218.44
1940-08-01,223.04
1940-09-01,232.44
1940-10-01,234.62
1940-11-01,240.09
1940-12-01,228.62
1941-01-01,229.05
1941-02-01,214.72
1941-03-01,214.5
1941-04-01,206.37
1941-05-01,200.47
1941-06-01,203.25
1941-07-01,213.66
1941-08-01,209.77
1941-09-01,207.6
1941-10-01,196.68
1941-11-01,186.26
1941-12-01,173.01
1942-01-01,174.12
1942-02-01,167.6
1942-03-01,156.51
1942-04-01,149.07
1942-05-01,148.93
1942-06-01,156.44
1942-07-01,161.28
1942-08-01,159.37
1942-09-01,161.04
1942-10-01,170.84
1942-11-01,172.56
1942-12-01,172.45
1943-01-01,182.77
1943-02-01,193.64
1943-03-01,197.03
1943-04-01,201.27
1943-05-01,207.99
1943-06-01,211.67
1943-07-01,217.28
1943-08-01,207.74
1943-09-01,210.95
1943-10-01,209.01
1943-11-01,199.33
1943-12-01,201.97
1944-01-01,208.48
1944-02-01,207.08
1944-03-01,212.88
1944-04-01,207.99
1944-05-01,211.67
1944-06-01,220.38
1944-07-01,224.84
1944-08-01,221.55
1944-09-01,217.92
1944-10-01,223.28
1944-11-01,221.73
1944-12-01,225.3
1945-01-01,232.0
1945-02-01,239.74
1945-03-01,239.57
1945-04-01,245.59
1945-05-01,253.45
1945-06-01,255.22
1945-07-01,249.98
1945-08-01,250.82
1945-09-01,267.9
1945-10-01,279.07
1945-11-01,288.2
1945-12-01,291.49
1946-01-01,303.1
1946-02-01,305.62
1946-03-01,293.25
1946-04-01,310.45
1946-05-01,309.44
1946-06-01,304.16
1946-07-01,279.07
1946-08-01,268.24
1946-09-01,226.44
1946-10-01,217.09
1946-11-01,211.13
1946-12-01,215.43
1947-01-01,216.57
1947-02-01,224.97
1947-03-01,211.91
1947-04-01,204.08
1947-05-01,200.45
1947-06-01,206.5
1947-07-01,217.46
1947-08-01,210.34
1947-09-01,200.45
1947-10-01,205.64
1947-11-01,202.36
1947-12-01,196.63
1948-01-01,191.56
1948-02-01,183.68
1948-03-01,187.08
1948-04-01,198.08
1948-05-01,206.86
1948-06-01,213.65
1948-07-01,206.01
1948-08-01,199.17
1948-09-01,196.92
1948-10-01,203.12
1948-11-01,193.42
1948-12-01,192.95
1949-01-01,195.92
1949-02-01,189.98
1949-03-01,191.78
1949-04-01,190.72
1949-05-01,190.11
1949-06-01,178.94
1949-07-01,190.65
1949-08-01,196.67
1949-09-01,198.41
1949-10-01,205.25
1949-11-01,207.21
1949-12-01,214.55
1950-01-01,219.89
1950-02-01,224.19
1950-03-01,225.06
1950-04-01,231.41
1950-05-01,238.19
1950-06-01,241.04
1950-07-01,220.77
1950-08-01,232.18
1950-09-01,239.38
1950-10-01,247.27
1950-11-01,245.77
1950-12-01,241.84
1951-01-01,255.63
1951-02-01,262.05
1951-03-01,256.65
1951-04-01,260.09
1951-05-01,259.2
1951-06-01,254.71
1951-07-01,259.2
1951-08-01,270.55
1951-09-01,275.4
1951-10-01,272.94
1951-11-01,263.34
1951-12-01,270.43
1952-01-01,279.44
1952-02-01,276.45
1952-03-01,277.14
1952-04-01,275.28
1952-05-01,275.17
1952-06-01,281.64
1952-07-01,287.55
1952-08-01,288.7
1952-09-01,284.11
1952-10-01,278.15
1952-11-01,286.98
1952-12-01,298.56
1953-01-01,301.29
1953-02-01,298.73
1953-03-01,299.11
1953-04-01,284.38
1953-05-01,284.8
1953-06-01,273.57
1953-07-01,277.46
1953-08-01,277.56
1953-09-01,264.82
1953-10-01,271.77
1953-11-01,278.82
1953-12-01,282.57
1954-01-01,289.74
1954-02-01,296.11
1954-03-01,302.37
1954-04-01,315.61
1954-05-01,326.95
1954-06-01,329.57
1954-07-01,342.89
1954-08-01,349.71
1954-09-01,359.24
1954-10-01,367.58
1954-11-01,381.97
1954-12-01,400.95
1955-01-01,408.17
1955-02-01,421.81
1955-03-01,418.49
1955-04-01,432.94
1955-05-01,431.1
1955-06-01,456.1
1955-07-01,487.63
1955-08-01,484.66
1955-09-01,504.6
1955-10-01,479.22
1955-11-01,511.54
1955-12-01,518.25
1956-01-01,504.31
1956-02-01,507.51
1956-03-01,542.46
1956-04-01,546.82
1956-05-01,527.67
1956-06-01,520.75
1956-07-01,545.0
1956-08-01,543.74
1956-09-01,523.32
1956-10-01,514.74
1956-11-01,509.4
1956-12-01,515.09
1957-01-01,503.89
1957-02-01,480.41
1957-03-01,484.85
1957-04-01,494.3
1957-05-01,511.45
1957-06-01,518.02
1957-07-01,524.74
1957-08-01,495.86
1957-09-01,475.74
1957-10-01,446.1
1957-11-01,434.94
1957-12-01,434.72
1958-01-01,440.14
1958-02-01,441.64
1958-03-01,447.61
1958-04-01,448.49
1958-05-01,462.9
1958-06-01,474.02
1958-07-01,485.37
1958-08-01,505.27
1958-09-01,518.62
1958-10-01,539.7
1958-11-01,554.2
1958-12-01,566.6
1959-01-01,587.13
1959-02-01,580.16
1959-03-01,594.88
1959-04-01,602.75
1959-05-01,611.83
1959-06-01,604.47
1959-07-01,626.3
1959-08-01,622.74
1959-09-01,596.06
1959-10-01,593.51
1959-11-01,595.91
1959-12-01,614.96
1960-01-01,606.3
1960-02-01,580.81
1960-03-01,572.9
1960-04-01,578.32
1960-05-01,573.03
1960-06-01,592.19
1960-07-01,577.51
1960-08-01,584.43
1960-09-01,566.85
1960-10-01,551.95
1960-11-01,569.83
1960-12-01,583.49
1961-01-01,613.49
1961-02-01,638.66
1961-03-01,658.69
1961-04-01,676.25
1961-05-01,683.14
1961-06-01,674.1
1961-07-01,667.77
1961-08-01,694.06
1961-09-01,686.34
1961-10-01,693.89
1961-11-01,725.32
1961-12-01,732.05
1962-01-01,704.81
1962-02-01,714.16
1962-03-01,714.87
1962-04-01,689.8
1962-05-01,638.51
