datetime,close
1975-10-01,493.87
1975-11-01,498.61
1975-12-01,489.25
1976-01-01,533.3
1976-02-01,551.91
1976-03-01,553.66
1976-04-01,556.05
1976-05-01,548.32
1976-06-01,548.66
1976-07-01,558.64
1976-08-01,550.92
1976-09-01,560.7
1976-10-01,538.76
1976-11-01,534.14
1976-12-01,550.71
1977-01-01,543.18
1977-02-01,523.16
1977-03-01,517.59
1977-04-01,505.37
1977-05-01,501.38
1977-06-01,500.75
1977-07-01,502.85
1977-08-01,488.95
1977-09-01,479.78
1977-10-01,465.85
1977-11-01,466.26
1977-12-01,462.49
1978-01-01,442.05
1978-02-01,433.06
1978-03-01,428.87
1978-04-01,444.15
1978-05-01,462.32
1978-06-01,458.53
1978-07-01,452.85
1978-08-01,481.92
1978-09-01,478.3
1978-10-01,458.96
1978-11-01,430.17
1978-12-01,434.59
1979-01-01,446.91
1979-02-01,435.18
1979-03-01,439.02
1979-04-01,442.71
1979-05-01,426.99
1979-06-01,430.61
1979-07-01,430.09
1979-08-01,445.5
1979-09-01,445.65
1979-10-01,425.4
1979-11-01,418.25
1979-12-01,430.25
1980-01-01,436.37
1980-02-01,447.36
1980-03-01,400.14
1980-04-01,389.27
1980-05-01,403.06
1980-06-01,424.21
1980-07-01,443.46
1980-08-01,453.86
1980-09-01,461.01
1980-10-01,470.02
1980-11-01,485.87
1980-12-01,473.56
1981-01-01,467.99
1981-02-01,447.18
1981-03-01,460.75
1981-04-01,461.77
1981-05-01,448.96
1981-06-01,447.03
1981-07-01,431.45
1981-08-01,429.84
1981-09-01,388.57
1981-10-01,392.66
1981-11-01,401.53
1981-12-01,403.18
1982-01-01,380.79
1982-02-01,370.52
1982-03-01,358.93
1982-04-01,375.16
1982-05-01,371.95
1982-06-01,346.21
1982-07-01,343.49
1982-08-01,343.73
1982-09-01,382.74
1982-10-01,413.68
1982-11-01,431.39
1982-12-01,437.24
1983-01-01,451.68
1983-02-01,459.03
1983-03-01,474.98
1983-04-01,489.62
1983-05-01,506.41
1983-06-01,511.96
1983-07-01,511.74
1983-08-01,496.16
1983-09-01,508.29
1983-10-01,508.29
1983-11-01,499.73
1983-12-01,496.82
1984-01-01,499.9
1984-02-01,470.25
1984-03-01,469.63
1984-04-01,467.95
1984-05-01,463.63
1984-06-01,451.96
1984-07-01,444.34
1984-08-01,481.6
1984-09-01,484.26
1984-10-01,479.11
1984-11-01,483.47
1984-12-01,478.23
1985-01-01,497.93
1985-02-01,522.44
1985-03-01,516.16
1985-04-01,517.18
1985-05-01,527.52
1985-06-01,537.43
1985-07-01,546.66
1985-08-01,533.74
1985-09-01,520.39
1985-10-01,524.39
1985-11-01,554.68
1985-12-01,580.61
1986-01-01,581.53
1986-02-01,614.5
1986-03-01,653.62
1986-04-01,670.89
1986-05-01,670.44
1986-06-01,685.78
1986-07-01,671.52
1986-08-01,683.69
1986-09-01,661.98
1986-10-01,658.88
1986-11-01,679.64
1986-12-01,688.72
1987-01-01,728.15
1987-02-01,770.53
1987-03-01,798.77
1987-04-01,785.83
1987-05-01,782.51
1987-06-01,812.92
1987-07-01,834.18
1987-08-01,881.45
1987-09-01,848.37
1987-10-01,743.95
1987-11-01,649.92
1987-12-01,639.31
1988-01-01,662.79
1988-02-01,681.13
1988-03-01,698.18
1988-04-01,686.5
1988-05-01,667.23
1988-06-01,702.28
1988-07-01,695.18
1988-08-01,678.37
1988-09-01,684.83
1988-10-01,706.49
1988-11-01,689.61
1988-12-01,702.44
1989-01-01,721.46
1989-02-01,740.14
1989-03-01,732.65
1989-04-01,751.77
1989-05-01,776.2
1989-06-01,798.5
1989-07-01,816.75
1989-08-01,851.56
1989-09-01,850.54
1989-10-01,846.73
1989-11-01,827.2
1989-12-01,846.28
1990-01-01,816.91
1990-02-01,790.31
1990-03-01,805.07
1990-04-01,803.15
1990-05-01,829.89
1990-06-01,849.31
1990-07-01,845.21
1990-08-01,769.39
1990-09-01,727.62
1990-10-01,704.25
1990-11-01,721.37
1990-12-01,752.16
1991-01-01,740.28
1991-02-01,822.68
1991-03-01,844.19
1991-04-01,859.69
1991-05-01,853.34
1991-06-01,851.51
1991-07-01,854.62
1991-08-01,872.67
1991-09-01,863.94
1991-10-01,861.97
1991-11-01,857.33
1991-12-01,862.46
1992-01-01,922.33
1992-02-01,911.23
1992-03-01,895.22
1992-04-01,894.05
1992-05-01,908.98
1992-06-01,891.46
1992-07-01,904.33
1992-08-01,908.02
1992-09-01,906.64
1992-10-01,890.53
1992-11-01,911.57
1992-12-01,939.83
1993-01-01,934.33
1993-02-01,944.91
1993-03-01,959.65
1993-04-01,941.94
1993-05-01,945.24
1993-06-01,949.89
1993-07-01,948.25
1993-08-01,960.09
1993-09-01,968.89
1993-10-01,974.69
1993-11-01,971.9
1993-12-01,978.33
1994-01-01,990.39
1994-02-01,984.07
1994-03-01,964.57
1994-04-01,928.83
1994-05-01,935.82
1994-06-01,940.78
1994-07-01,931.17
1994-08-01,953.8
1994-09-01,956.82
1994-10-01,949.73
1994-11-01,942.74
1994-12-01,930.84
1995-01-01,947.61
1995-02-01,977.66
1995-03-01,997.14
1995-04-01,1023.6
1995-05-01,1053.57
1995-06-01,1082.69
1995-07-01,1118.86
1995-08-01,1119.42
1995-09-01,1156.51
1995-10-01,1161.01
1995-11-01,1186.9
1995-12-01,1225.65
1996-01-01,1218.21
1996-02-01,1283.68
1996-03-01,1272.23
1996-04-01,1267.54
1996-05-01,1292.6
1996-06-01,1305.97
1996-07-01,1255.84
1996-08-01,1289.67
1996-09-01,1309.25
1996-10-01,1356.51
1996-11-01,1419.98
1996-12-01,1434.61
1997-01-01,1474.3
1997-02-01,1531.39
1997-03-01,1515.64
1997-04-01,1459.8
1997-05-01,1592.95
1997-06-01,1673.47
1997-07-01,1764.84
1997-08-01,1765.26
1997-09-01,1779.45
1997-10-01,1801.83
1997-11-01,1779.75
1997-12-01,1826.46
1998-01-01,1824.94
1998-02-01,1935.73
1998-03-01,2032.35
1998-04-01,2095.23
1998-05-01,2084.26
1998-06-01,2081.65
1998-07-01,2169.49
1998-08-01,2013.28
1998-09-01,1909.82
1998-10-01,1927.24
1998-11-01,2136.23
1998-12-01,2222.74
1999-01-01,2326.74
1999-02-01,2319.83
1999-03-01,2377.89
1999-04-01,2458.52
1999-05-01,2453.57
1999-06-01,2436.03
1999-07-01,2536.05
1999-08-01,2431.96
1999-09-01,2403.38
1999-10-01,2366.05
1999-11-01,2530.14
1999-12-01,2598.68
2000-01-01,2585.38
2000-02-01,2503.95
2000-03-01,2578.86
2000-04-01,2611.57
2000-05-01,2531.99
2000-06-01,2595.98
2000-07-01,2609.52
2000-08-01,2631.6
2000-09-01,2587.28
2000-10-01,2445.75
2000-11-01,2423.07
2000-12-01,2341.58
2001-01-01,2335.08
2001-02-01,2273.75
2001-03-01,2060.28
2001-04-01,2059.03
2001-05-01,2188.49
2001-06-01,2130.36
2001-07-01,2077.27
2001-08-01,2032.51
2001-09-01,1793.57
2001-10-01,1854.66
2001-11-01,1949.41
2001-12-01,1983.56
2002-01-01,1970.92
2002-02-01,1895.08
2002-03-01,1975.43
2002-04-01,1893.17
2002-05-01,1837.53
2002-06-01,1725.51
2002-07-01,1535.89
2002-08-01,1545.97
2002-09-01,1467.74
2002-10-01,1443.05
2002-11-01,1536.43
2002-12-01,1521.63
2003-01-01,1509.31
2003-02-01,1399.44
2003-03-01,1407.04
2003-04-01,1482.39
2003-05-01,1561.43
2003-06-01,1646.46
2003-07-01,1652.22
2003-08-01,1640.97
2003-09-01,1685.09
2003-10-01,1718.83
2003-11-01,1742.02
2003-12-01,1794.97
2004-01-01,1872.01
2004-02-01,1879.77
2004-03-01,1836.08
2004-04-01,1845.49
2004-05-01,1785.25
2004-06-01,1827.99
2004-07-01,1787.39
2004-08-01,1759.13
2004-09-01,1801.72
2004-10-01,1791.56
2004-11-01,1873.53
2004-12-01,1929.12
2005-01-01,1896.5
2005-02-01,1914.7
2005-03-01,1892.35
2005-04-01,1831.78
2005-05-01,1855.47
2005-06-01,1892.25
2005-07-01,1914.85
2005-08-01,1908.26
2005-09-01,1887.77
2005-10-01,1831.79
2005-11-01,1916.97
2005-12-01,1963.18
2006-01-01,1974.05
2006-02-01,1966.87
2006-03-01,1982.23
2006-04-01,1978.31
2006-05-01,1950.16
2006-06-01,1890.73
2006-07-01,1895.79
2006-08-01,1932.48
2006-09-01,1988.15
2006-10-01,2068.23
2006-11-01,2109.68
2006-12-01,2148.69
2007-01-01,2153.85
2007-02-01,2173.44
2007-03-01,2097.4
2007-04-01,2167.83
2007-05-01,2224.59
2007-06-01,2224.77
2007-07-01,2234.92
2007-08-01,2141.72
2007-09-01,2198.23
2007-10-01,2255.87
2007-11-01,2131.46
2007-12-01,2155.96
2008-01-01,1999.6
2008-02-01,1959.27
2008-03-01,1888.05
2008-04-01,1952.95
2008-05-01,1982.92
2008-06-01,1876.44
2008-07-01,1749.85
2008-08-01,1790.59
2008-09-01,1702.79
2008-10-01,1369.41
2008-11-01,1272.56
2008-12-01,1277.88
2009-01-01,1254.97
2009-02-01,1161.69
2009-03-01,1089.65
2009-04-01,1217.6
2009-05-01,1291.77
2009-06-01,1314.42
2009-07-01,1330.29
2009-08-01,1432.15
2009-09-01,1480.61
2009-10-01,1511.91
2009-11-01,1539.72
2009-12-01,1574.07
2010-01-01,1587.35
2010-02-01,1538.34
2010-03-01,1620.51
2010-04-01,1681.27
2010-05-01,1578.58
2010-06-01,1521.56
2010-07-01,1516.24
2010-08-01,1524.64
2010-09-01,1572.52
2010-10-01,1639.85
2010-11-01,1677.37
2010-12-01,1734.05
2011-01-01,1782.94
2011-02-01,1827.45
2011-03-01,1787.02
2011-04-01,1812.37
2011-05-01,1813.09
2011-06-01,1745.84
2011-07-01,1795.65
2011-08-01,1601.69
2011-09-01,1583.84
2011-10-01,1632.2
2011-11-01,1659.55
2011-12-01,1686.58
2012-01-01,1756.53
2012-02-01,1818.63
2012-03-01,1853.96
2012-04-01,1844.64
2012-05-01,1786.65
2012-06-01,1765.54
2012-07-01,1816.93
2012-08-01,1864.9
2012-09-01,1909.5
2012-10-01,1902.83
2012-11-01,1854.3
2012-12-01,1896.34
2013-01-01,1968.0
2013-02-01,1994.09
2013-03-01,2039.55
2013-04-01,2067.83
2013-05-01,2155.02
2013-06-01,2122.23
2013-07-01,2186.8
2013-08-01,2186.02
2013-09-01,2205.81
2013-10-01,2254.58
2013-11-01,2342.61
2013-12-01,2374.66
2014-01-01,2384.94
2014-02-01,2369.21
2014-03-01,2414.27
2014-04-01,2407.29
2014-05-01,2431.74
2014-06-01,2500.84
2014-07-01,2535.24
2014-08-01,2524.59
2014-09-01,2563.46
2014-10-01,2497.76
2014-11-01,2650.42
2014-12-01,2678.18
2015-01-01,2656.67
2015-02-01,2715.63
2015-03-01,2696.7
2015-04-01,2710.47
2015-05-01,2718.71
2015-06-01,2692.99
2015-07-01,2686.21
2015-08-01,2620.3
2015-09-01,2501.58
2015-10-01,2606.19
2015-11-01,2683.68
2015-12-01,2658.54
2016-01-01,2479.09
2016-02-01,2458.74
2016-03-01,2599.29
2016-04-01,2655.59
2016-05-01,2632.16
2016-06-01,2646.84
2016-07-01,2733.84
2016-08-01,2759.35
2016-09-01,2735.92
2016-10-01,2713.94
2016-11-01,2746.03
2016-12-01,2848.65
2017-01-01,2868.06
2017-02-01,2927.92
2017-03-01,2971.89
2017-04-01,2953.7
2017-05-01,2996.26
2017-06-01,3041.83
2017-07-01,3069.08
2017-08-01,3062.56
2017-09-01,3091.85
2017-10-01,3173.43
2017-11-01,3218.79
2017-12-01,3308.51
2018-01-01,3445.54
2018-02-01,3325.92
2018-03-01,3315.48
2018-04-01,3242.32
2018-05-01,3287.12
2018-06-01,3346.11
2018-07-01,3393.61
2018-08-01,3469.65
2018-09-01,3518.59
2018-10-01,3371.91
2018-11-01,3307.66
2018-12-01,3128.27
2019-01-01,3171.06
2019-02-01,3336.31
2019-03-01,3376.75
2019-04-01,3478.54
2019-05-01,3412.47
2019-06-01,3454.17
2019-07-01,3574.81
2019-08-01,3457.32
2019-09-01,3555.55
2019-10-01,3542.12
2019-11-01,3695.44
2019-12-01,3784.39
2020-01-01,3890.16
2020-02-01,3878.47
2020-03-01,3145.77
2020-04-01,3297.79
2020-05-01,3485.94
2020-06-01,3686.71
2020-07-01,3789.8
2020-08-01,3994.7
2020-09-01,3958.34
2020-10-01,4019.23
2020-11-01,4174.95
2020-12-01,4342.99
2021-01-01,4439.8
2021-02-01,4520.01
2021-03-01,4519.51
2021-04-01,4747.08
2021-05-01,4739.66
2021-06-01,4775.62
2021-07-01,4893.18
2021-08-01,4984.36
2021-09-01,4961.19
2021-10-01,4937.09
2021-11-01,5140.59
2021-12-01,5132.95
2022-01-01,4980.19
2022-02-01,4786.39
2022-03-01,4675.72
2022-04-01,4649.79
2022-05-01,4231.55
2022-06-01,4028.12
2022-07-01,4041.8
2022-08-01,4298.36
2022-09-01,3971.42
2022-10-01,3827.52
2022-11-01,4028.24
2022-12-01,4035.38
2023-01-01,4052.77
2023-02-01,4151.39
2023-03-01,4027.13
2023-04-01,4159.03
2023-05-01,4173.45
2023-06-01,4359.88
2023-07-01,4514.51
2023-08-01,4459.48
2023-09-01,4515.77
