idx,date,eps,eps_norm,hype,score
125,2026-01-08,0.46587366016137466,1.0,0.6410906001868958,1.128218120037379
126,2026-01-09,0.16821201868746272,0.36106788829657277,0.5090387042493074,0.46287562914643426
127,2026-01-12,0.3116024010080558,0.668856017530846,0.5607598597168216,0.7810079894742104
128,2026-01-13,0.19011646640225877,0.4080858882135643,0.5020284307530317,0.5084915743641707
129,2026-01-14,0.6131337883936787,1.0,0.6098183126673493,1.12196366253347
130,2026-01-15,0.2997356197770813,0.48885842772153365,0.6258334355761516,0.6140251148367639
131,2026-01-16,0.24481742511860105,0.39928875190517077,0.6360919587256203,0.5265071436502948
132,2026-01-20,0.01234576618768557,0.02013551760053818,0.5471176668943776,0.1295590509794137
133,2026-01-21,-0.29793676767533483,-0.4859245621675586,0.48960630642557457,-0.5838458234526736
134,2026-01-22,-0.03789889175658345,-0.061811781496943816,0.5711863195751066,-0.17604904541196514
135,2026-01-23,0.14462198016686045,0.2358734470428534,0.6281279053756285,0.36149902811797907
136,2026-01-26,-0.2063417290488374,-0.3365362225256297,0.59623973590023,-0.4557841697056757
137,2026-01-27,-0.4377732321918373,-0.7139929987201316,0.5100249986521727,-0.8159979984505661
138,2026-01-28,-0.4122187308718246,-0.6723144910212462,0.45326834736195004,-0.7629681604936362
139,2026-01-29,0.11788597213560692,0.19226794276735426,0.5381950166234327,0.2999069460920408
140,2026-01-30,-0.2078708385292387,-0.33903014719483987,0.5691407353827408,-0.452858294271388
141,2026-02-02,0.012057180657162547,0.01966484458269802,0.5833076201759955,0.13632636861789713
142,2026-02-03,0.18835533205071542,0.3072010311879549,0.5418380236416089,0.4155686359162767
143,2026-02-04,0.02775073709981868,0.04526049228590316,0.6023788111859428,0.16573625452309174
144,2026-02-05,-0.41678643560237205,-0.6797642594355986,0.5134024597849325,-0.7824447513925851
145,2026-02-06,-0.6400477599890166,-1.0,0.44621773890205885,-1.0892435477804119
146,2026-02-09,-0.3743783623527541,-0.5849225413415688,0.48797715092935784,-0.6825179715274404
147,2026-02-10,-0.06858802420282828,-0.10716079094473398,0.48027622066409065,-0.2032160350775521
148,2026-02-11,0.05029383605875992,0.07857825494088594,0.5104328019257589,0.18066481532603773
149,2026-02-12,-0.3282775154187654,-0.5128953430356489,0.5380640035177402,-0.6205081437391969
150,2026-02-13,0.16269418326653096,0.2541906923778982,0.5515506468519177,0.36450082174828174
151,2026-02-17,-0.3046085432804837,-0.47591533370214567,0.529832782566052,-0.5818818902153561
152,2026-02-18,-0.8752825820498416,-1.0,0.4030521602726653,-1.080610432054533
153,2026-02-19,-0.6006365354659771,-0.6862201393969642,0.40125811606056727,-0.7664717626090777
154,2026-02-20,0.020096411767092093,0.02295991280899011,0.48078291518007554,0.11911649584500522
155,2026-02-23,-0.23044591922710111,-0.26328173775309827,0.34607387134408535,-0.3324965120219153
156,2026-02-24,-0.9159099765488996,-1.0,0.4055188586809706,-1.0811037717361942
157,2026-02-25,-0.026365728525270526,-0.02878637551761932,0.5788047707613845,-0.14454732966989622
158,2026-02-26,-0.31969191655194606,-0.34904294607263514,0.41457807318415774,-0.4319585607094667
159,2026-02-27,-0.5073641452030273,-0.5539454293474874,0.3517967040375936,-0.6243047701550061
160,2026-03-02,-0.3176376403163417,-0.3468000659990445,0.4836641550762601,-0.44353289701429655
161,2026-03-03,-0.054299709588750744,-0.05928498540145744,0.5895995051081022,-0.17720488642307788
162,2026-03-04,0.2595581971038463,0.2833883282741912,0.6498163593087835,0.41335160013594785
163,2026-03-05,-0.19477908073398353,-0.21266181799645945,0.49362135114377304,-0.3113860882252141
164,2026-03-06,-0.6867021487122145,-0.7497485192809799,0.4269036236753265,-0.8351292440160452
165,2026-03-09,-0.480446137657907,-0.5245560698751232,0.47644077899030285,-0.6198442256731838
166,2026-03-10,-1.1239054333699947,-1.0,0.3461082115349389,-1.0692216423069878
167,2026-03-11,-0.3126760030626734,-0.27820490388156977,0.4917192905181777,-0.3765487619852053
168,2026-03-12,-0.13850893721185287,-0.12323896041372291,0.5178815016648544,-0.22681526074669378
169,2026-03-13,-0.46450697903045324,-0.4132972092123835,0.4329185701502378,-0.49988092324243105
170,2026-03-16,-0.3005955756820775,-0.26745628836471697,0.46094978642626605,-0.35964624564997016
171,2026-03-17,-0.5067109693336995,-0.450848402622579,0.418986118965172,-0.5346456264156134
172,2026-03-18,-0.6761254369600742,-0.6015857000821978,0.3856374579589841,-0.6787131916739946
173,2026-03-19,0.044143492150858776,0.03927687405024453,0.5822860564738667,0.15573408534501787
174,2026-03-20,-0.33417469586376924,-0.29733346413475115,0.5061341574222793,-0.39856029561920703
175,2026-03-23,-0.5165819210892408,-0.4596311270960639,0.4459540854592156,-0.548821944187907
176,2026-03-24,-0.42018164055976825,-0.3738585365673222,0.4577307209776275,-0.4654046807628477
177,2026-03-25,-0.8734955822463668,-0.7771966896068988,0.34572011351391535,-0.8463407123096819
178,2026-03-26,-1.1642797376379228,-1.0,0.27758579174016934,-1.0555171583480338
179,2026-03-27,-0.6634916845636276,-0.5698730838601657,0.3036580454208409,-0.6306046929443339
180,2026-03-30,0.45928232497923105,0.3944776415254101,0.6265046160756346,0.5197785647405371
181,2026-03-31,-0.07528319633714986,-0.06466074595602216,0.5190957080206136,-0.16847988756014487
182,2026-04-01,0.21170835027000479,0.18183632629346982,0.5769098494412607,0.29721829618172196
183,2026-04-02,-0.5241539865725144,-0.4501959190975117,0.43122991335553024,-0.5364419017686177
184,2026-04-06,-0.6282722325878574,-0.5396230925245583,0.3533506323212929,-0.6102932189888168
185,2026-04-07,-0.5213526803475403,-0.44778987686005306,0.36528097610055765,-0.5208460720801646
186,2026-04-08,-0.12399046388008728,-0.10649542362700366,0.48878269770959565,-0.2042519631689228
187,2026-04-09,-0.2578294607155911,-0.22144975333734873,0.45260678591889997,-0.31197111052112875
188,2026-04-10,-0.4939615960995951,-0.4242636714624431,0.3021049609657854,-0.48468466365560015
189,2026-04-13,-0.36868921730386717,-0.3166672109675803,0.3128077269916174,-0.3792287563659038
190,2026-04-14,-0.5841507346809536,-0.5017271329191658,0.3502238740452431,-0.5717719077282144
