t2_idx,L,tc,m,w,b,a,price_c,O,D,qualified
40,40,97.60827155246267,-1.612618059178177,16.695123180128775,146.5230351847794,4.4640468659477905,86.8382216164397,1.3737218101921496,-1.2655037795534805,False
45,40,61.133431775957845,2.1973524587544784,22.171953608775375,-1.9836249104663998e-05,4.670408024550973,106.74128661384006,4.336381054048915,0.9151536036031357,False
50,40,207.01036194194188,4.610223064066151,83.85090703926096,-4.710745297608987e-12,4.740222114890486,114.45962204334877,2.960728136932302,0.9150183596366525,False
55,40,56.47044458721232,1.9843565219339643,1.1406230684302123,-0.0003488461629238943,4.704930925801478,110.49065263060227,0.6017924733069683,2.2771970172478344,False
60,40,224.9843983377922,-1.0951454847329336,62.759653838237874,126.20899062453644,4.240324294655508,69.43036408425995,2.1194877063372557,-1.3845369063726543,False
60,60,92.86281072442779,1.017741340880345,14.154781716214494,-0.0024656229508586095,4.795443937918281,120.9580677383481,2.315779768578991,1.2076606378665524,False
65,40,70.44162616733996,1.3835863781374744,7.150563150046143,-0.0005927539034410433,4.72343352673522,112.55404730126676,2.390011915279362,1.787889432868238,False
65,60,76.078377185209,1.1362380847610511,9.576242673078513,-0.0014620218712677335,4.742409413698613,114.71025344117757,2.811395671255279,1.9649784687082257,False
70,40,75.35271651754411,2.0869606052650216,9.768291138190431,-3.6235643017376895e-05,4.7170401540130005,111.83674276642847,3.2874620276065123,1.294303199643323,False
70,60,5408.492658715887,-0.11816414789952126,1961.7685890234761,325.32526467467244,-113.26542491425772,6.448385152091539e-50,3.431724210843052,-1.8512619670977062,False
75,40,76.00106504906235,1.6852899211152326,9.832546830100142,-0.00014772663635493442,4.7211849907035415,112.30124978906628,5.771097530707119,0.8458984202002882,False
75,60,78.9278225978908,0.021399846595412587,-0.4189792395530956,-25.12027003943991,30.9833054570047,28567918032355.043,-0.18497112279417494,-1.009654790872584,False
80,40,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
80,60,82.25576311022715,1.1802607124342768,0.017971328614511124,6.3575101493227475,4.655453970968597,105.15694736591082,0.009443234530673101,65.67010208009125,False
80,80,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
85,40,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
85,60,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
85,80,92.4355998120867,0.010388837569573626,0.7615004371119486,-34.81003456902097,40.50759389899761,3.910429905069435e+17,0.2973097476114959,0.9623427688436387,False
90,40,107.39379848417303,-0.31120435824684267,20.574489648448726,0.04450668284320041,4.6940427971864445,109.29414189602463,3.8516530890947136,-0.023416502620035636,False
90,60,241.1018607747643,-1.0451300672017552,18.979446631710033,55.76063702738294,4.445049471466788,85.20409290451128,0.9957293703966662,-0.671949700393339,False
90,80,106.827626682232,-0.6478895297455609,0.4990002209848262,50.88861964587743,2.537333487108124,12.645905502760217,0.1381505292964714,-1.626920489780284,False
95,40,97.37998754896131,0.8166501553382319,4.894324912743748,-0.0004833017946396927,4.714985570975025,111.60720077900243,2.2244663053668274,0.13842538347417774,False
95,60,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
95,80,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
100,40,101.79334302891678,0.21879304515956505,14.532629401801152,0.009239069285610848,4.694483698977985,109.34234050363688,7.226635666907112,0.030693552390387905,False
100,60,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
100,80,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
100,100,4514.966513244873,-0.12628502085971655,245.642528264942,144.21935841741606,-45.24396378215808,2.242829139668381e-20,0.8669760743839917,-0.7504461075887392,False
105,40,107.0541069672303,-0.43150993755381684,11.221729020153461,-0.04804680378247362,4.72304103102314,112.50987898882741,5.349139710635524,-0.13689342306030272,False
105,60,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
105,80,4377.183547122558,-0.12664242891035243,268.2969640928619,92.3388911137137,-27.312424302138794,1.3751967527485457e-12,0.7823989390151628,-0.5238739469083616,False
105,100,249.25216887778612,1.3506084270194467,7.092557289606437,-0.00011874435184097722,4.792281789449304,120.57618447363926,0.5898464205287166,0.47941184701317296,False
110,40,127.34834264617868,-1.806852514626446,11.211977357143262,-4.0038405858372785,4.715968125554501,111.71691483642851,2.1021718893997003,-0.1394556233723496,False
110,60,128.98491249446477,-0.36203333471188315,12.453274257357425,-0.037218430104804655,4.717337813662226,111.87003700698102,2.80031013362943,-0.03164644564221741,False
110,80,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
110,100,168.46522960337688,0.42365667341104013,4.6066613927645435,-0.059786906185425336,5.08550951359724,161.66228739065312,0.7264075475620234,0.7454408290960891,False
115,40,118.58271940668146,-0.5403310448059573,6.626708630550182,-0.03544681656423264,4.713508557126095,111.44247707735212,2.610660997398658,-0.061434826517789316,False
115,60,127.23665054666321,-0.6908012833349406,12.005446218655571,-0.08027806958704851,4.714870141248078,111.59431873379091,3.365881326722575,-0.048315972119121434,False
115,80,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
115,100,128.56590158854908,2.3171663377766194,3.4214412524747413,-4.871578882998265e-07,4.705248535520416,110.52575110924342,1.152233933948369,0.20677528616607363,False
120,40,200.3820643359391,-1.9123061945187008,47.58684316995538,-42.73479334583979,4.714656639463384,111.57049569080121,2.995678032283376,-0.027290524476491135,False
120,60,125.10220677122499,-0.42883719275841914,10.998837833934594,-0.0028471425773837896,4.709516188097383,110.9984445440389,4.430224401516497,-0.00339943329209767,False
120,80,155.46362946962344,1.679947925040305,-0.016518512369811517,-3.1172013069217557,5.019326299025369,151.3093322041532,-0.00308053276774427,-101.70509481368725,False
120,100,4222.77856770865,-0.14081598000431533,268.77116133766094,101.37036745476821,-26.67204579714589,2.6090216877367638e-12,1.0199340407062558,-0.596123871219287,False
125,40,125.65432176292481,-0.0806051443980485,10.723991979348021,0.1554558318434084,4.585027288836446,98.00586157154466,7.005217677336792,-0.09288015679781729,False
125,60,125.14955723908324,-0.316204331922853,11.443729229416665,0.02819738536382324,4.69869603722899,109.80389886448116,10.891794370298866,-0.03619559137966759,False
125,80,127.24599137924042,0.05532824476094862,11.236965266859256,-0.11845131519466233,4.85202104570734,127.99882007426692,6.4174439840191475,0.07666502715959148,False
125,100,341.8158757824521,-1.0684806287932984,15.06603288439491,142.35014200411598,4.3239591627480305,75.48690237643456,0.9018513018502309,-0.6661394806514267,False
125,126,513.0551085929624,-0.9409571738923579,24.38921592959605,219.98210832707323,3.969506448412854,52.95838669265939,1.0839000229374265,-0.6824414882421557,False
130,40,148.24858268285737,-1.267191271645127,1.8004517218927925,-18.96600080483622,4.879111526191041,131.51376542681118,0.327617952590189,-0.9326047417471212,False
130,60,130.56182330684595,0.4052629839736692,2.089828487261518,-0.016382894854097434,4.7738232714029785,118.37094216232809,1.5511380775063015,0.6102821850607885,False
130,80,144.79973727274063,-2.8816996353858437,31.23952980660477,160.47035065039424,4.7057589964642075,110.58218459078665,9.180922253411337,-0.4506746363472368,False
130,100,130.05407373448298,1.124955258118388,1.73223292941532,-0.0014644834374329884,4.7570090425130385,116.39726547202856,2.0713047827188293,0.9226835016858578,False
130,126,133.38630635006734,0.9582775866545046,2.3202357927583885,-0.002060638655291388,4.760891336763003,116.85003222467967,1.3424341324358005,0.7337147315593288,False
135,40,186.33020640620768,0.13952553529449682,8.579871753859987,-0.35550696544662475,5.37165013650691,215.21771345776068,0.7717867749446385,0.551612584794483,False
135,60,248.99230316985478,-1.3343896764932266,17.33326738435869,77.55707357858635,4.6115590786474,100.64093451671077,1.1506880356379021,-0.4768591246576436,False
135,80,154.8759773926374,-2.687377389548292,40.37838288660268,260.33665320380334,4.704997186689035,110.49797408187261,10.310254449675037,-1.0079152308613486,False
135,100,140.9093680428535,1.1999402291876708,2.4596712403375793,-0.0008743838853898101,4.776637713595687,118.7045595896045,1.1260827815793784,0.8390408409780198,False
135,126,148.96930213042788,0.8924572764931886,3.546974413861853,-0.002488180170076669,4.790201341813842,120.32559279757352,1.2969196581885545,0.66322155922826,False
140,40,140.06391472941277,0.6409904766483655,1.4063757877756298,0.005488121971306001,4.735032588250398,113.8671693895758,1.435970647079071,0.27303939999672844,False
140,60,171.60138032868446,-2.1015041260247536,6.237723503746928,36.58870763737651,4.710824830234315,111.14379687205017,1.045647752944602,-0.12510474839086433,False
140,80,168.55129659670274,-2.1932941154855303,6.068908199936401,64.41228170850924,4.706961052300858,110.71519047543806,1.281035581039775,-0.21745801863821443,False
140,100,312.65845219368134,-1.5113282796952872,40.07347216231114,311.40115624703276,4.621283980029202,101.62443213747127,2.8906529499751894,-0.31225370697906635,False
140,126,147.2471783090014,0.9109350277085269,3.709056487456393,-0.0020015227015553667,4.776901382631922,118.73586243304219,1.7143095515580002,0.6046379786205248,False
145,40,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False
145,60,179.40026657982474,-1.984308802310415,8.74232505382832,99.04992376380012,4.693572845010811,109.24279094344766,1.3897561677480947,-0.35762827052357116,False
145,80,167.433993041863,-1.4157692420172947,6.554049119474895,7.314275704948353,4.693193059403065,109.2013099811321,1.5738755837415992,-0.34355892892786083,False
145,100,225.4085453057794,-1.9371624553185371,23.409428363650527,400.4566850937458,4.679560697397692,107.72273929564578,2.990063433020757,-0.3168840563541142,False
145,126,166.35821987903836,0.7405723363636285,6.188685921366263,-0.003595148109192406,4.7923868029839625,120.5888472698373,1.8956741280292135,0.41127005781862525,False
150,40,150.46951828312228,-3.3555343798893507,10.69581786052415,-2.085130751376699,4.737545683486194,114.1536883043461,7.543838859034411,-0.3141174475678955,False
150,60,192.27332309227268,-1.674355618751492,8.974883392364399,24.765308629977774,4.705131623635345,110.5128300906574,1.2479430898710975,-0.13615973732667072,False
150,80,184.83113112196833,-2.1669372105036064,7.864378406253742,149.86254206949417,4.70370146088865,110.35489172373434,1.4822151065245042,-0.22456553363113121,False
150,100,192.81393952025388,-2.180373018324538,9.438804182767111,248.79981432366904,4.699020919286532,109.83957797650828,1.7991518310308043,-0.2148221026019207,False
150,126,203.25189774918414,0.4919227475932981,10.487323482009536,-0.013754395910484904,4.8450529228385895,127.11000883821434,2.016558294848233,0.2420154272868642,False
155,40,155.28203953978073,1.6583106634223803,2.366357953731729,0.00039057263108933156,4.679205944869969,107.68453115920465,1.8591633513002075,0.7130692864622573,False
155,60,223.40558655997245,-1.7984886763425547,12.413611477129983,45.35194443293584,4.7136772189529035,111.4612747543008,1.2287218162327729,-0.05224858747986137,False
155,80,198.19101391741555,-2.130602272276423,8.587889892390997,147.95195524898216,4.706893857016508,110.70775118667765,1.4214131548470428,-0.140141758098039,False
155,100,197.24463089760525,-2.2112516422434494,8.58372054311025,214.78300042522318,4.704821347476634,110.4785459133051,1.6489548397223743,-0.1583516121145929,False
155,126,253.4892184915592,-0.6034165364429502,16.18410572152235,2.5048823424049877,4.5875325533333875,98.25169999358675,2.1106359200765428,-0.14748881843059494,False
155,152,191.5403249335492,2.0224801576071902,8.121268049858404,-2.9845587182263142e-06,4.738599481846018,114.27404667944018,2.114049196217199,0.44629152256783217,False
160,40,164.59311668675835,1.0147590374709323,3.9708151018666182,0.0014497116404925674,4.677703394851922,107.52285126145274,1.4221585739894809,0.2592233678596799,False
160,60,165.10622183570422,0.7943559941138931,4.1913459180124315,0.003925561913977014,4.667286252519691,106.40858423139687,1.6877502283474426,0.2757422477105064,False
160,80,226.2184313302186,-1.9369498968598093,11.946112179219302,95.20588502692348,4.710931386836715,111.15564060842568,1.493039719316905,-0.06528845976349627,False
160,100,212.46653576237333,-2.0965173872947878,9.745701145986839,165.40062834085413,4.7071485824724775,110.73595486102239,1.644434506972303,-0.10814131109818344,False
160,126,301.0677768586695,-1.6503165649262164,21.578864073850593,283.4033822254337,4.663270530453804,105.98213375806598,2.1791523946961036,-0.12087182604329125,False
160,152,213.81310014390704,2.400489498288266,10.325449389586524,-2.8117363544125363e-07,4.734039589401315,113.75415554202036,2.1964653262484863,0.37146908427150854,False
165,40,186.25233403985996,-0.40672252409741194,9.311030706506292,-1.1456174038565703,4.973205804109201,144.48935024491178,1.544246744144651,-0.4514900071855095,False
165,60,171.58768083645094,0.6719507111556924,5.57465051401576,0.0077122024076537845,4.641371546447782,103.68646090062664,2.0390273476915484,0.2590485460401958,False
165,80,168.22714127302257,0.34003966558022924,4.278061230365719,0.030137736326237473,4.622839182571642,101.78260167365814,2.2045961756130685,0.20084019111575277,False
165,100,165.3416649325735,0.1886256164666778,3.389993100857819,0.060963731310086464,4.603825383462931,99.86561013165475,3.060502025268227,0.18694013205855448,False
165,126,413.69893687970205,-1.5452754789018908,33.078499745460135,310.81303087224927,4.665837806900997,106.25456875222547,2.1437869063224215,-0.07220626453386915,False
165,152,258.9968616058493,3.248357571629634,14.559882569995445,-1.3802586891030359e-09,4.727580018178446,113.0217206269495,2.219914573828821,0.2968448456360705,False
170,40,172.96545393989413,-0.1561343053368074,5.0539462465122735,-0.6843561459637338,5.1310820714479926,169.2001056275101,2.1314079051651116,-0.48965181249455997,False
170,60,179.88238593725185,-0.20454379965633435,7.410435190893164,-0.7128735291850493,5.056148364256033,156.98470249382774,2.289992261686854,-0.2648667871729753,False
170,80,170.03687078085767,0.20999863246580336,4.567630793302239,0.1000681790978768,4.509578891513237,90.88353862168155,5.5759730106634,0.22952139094052998,False
170,100,341.8625188690535,-1.3172651954898962,13.217323408581253,-231.65738187808395,4.89946822756328,134.21838706556179,0.9569634909796102,-0.3846245388575651,False
170,126,175.13173218343428,-1.9464656054349057,6.328345269146578,-5.991514968295374,4.716331856326224,111.75755710705064,3.256341714600944,-0.6039045461609774,False
170,152,183.74132908854864,4.088874603965948,8.426965677110857,-2.7244365879937915e-11,4.7075808592022526,110.78383378518505,3.331481804790753,0.20468948466999434,False
175,40,210.56738665873797,-1.0103290158328484,17.774991080503412,-11.458961315776891,4.885480214084659,132.35400833491516,2.094218980128274,-0.41180759604294054,False
175,60,178.02323367458672,0.3335389754379139,7.160873018644218,0.07296897686861585,4.476708144575742,87.94469443487675,3.4432059370669568,0.32378497141605345,False
175,80,176.82398377170836,0.22243627654858378,6.175131297126814,0.11640411551852504,4.452153372621686,85.81152938832494,3.7260513661358705,0.2204079714478661,False
