date,start,end,n_alert_windows,peak_z,peak_time,peak_classes,share_multiclass,sigma_ratio,event,type
2015-04-29,14:02:00,14:34:00,33,8.042234847250102,14:02:00,2,1.0,2.6347100546001045,,dispersed
2016-12-14,14:00:00,14:21:00,22,8.022648009157262,14:02:00,2,1.0,2.0850952565939704,,dispersed
2018-11-02,14:28:00,15:11:00,44,7.923915760369472,14:33:00,2,1.0,1.398896491531608,,mixed
2020-06-10,14:01:00,14:23:00,23,7.888880219939369,14:02:00,2,1.0,1.957767806278457,,dispersed
2020-05-19,14:56:00,15:22:00,27,7.884833837035227,14:58:00,2,1.0,0.8472362065257116,,mixed
2017-03-31,12:56:00,13:20:00,25,7.870935424253727,13:04:00,1,0.0,0.45815816816013166,,compressed
2020-12-16,14:06:00,14:24:00,19,7.784657032402227,14:06:00,2,1.0,0.7275411924688377,,mixed
2020-08-19,14:05:00,14:24:00,20,7.757644198612771,14:10:00,2,1.0,1.315549744551794,,mixed
2015-06-10,11:13:00,12:12:00,56,7.741432253690802,11:13:00,2,1.0,1.6001364668626645,,dispersed
2015-10-28,14:00:00,14:17:00,18,7.73482686238218,14:00:00,2,1.0,1.5517907257782473,,dispersed
2017-12-01,11:13:00,11:32:00,20,7.715307407449369,11:14:00,2,1.0,7.308884198719153,,dispersed
2016-04-27,14:00:00,14:20:00,21,7.39804565623453,14:06:00,2,1.0,1.8020085025619603,,dispersed
2008-12-16,14:21:00,14:41:00,16,7.391238469792213,14:23:00,2,1.0,1.0517888008134184,FOMC cuts to zero (ZIRP),mixed
2014-08-14,14:15:00,15:06:00,43,7.3488762843329365,14:32:00,1,0.13953488372093023,0.464128193423443,,compressed
2021-01-05,14:00:00,14:32:00,33,7.312736168918592,14:04:00,2,1.0,1.1755896552108527,,mixed
2014-12-04,12:32:00,13:31:00,60,7.1907037488014796,12:34:00,2,1.0,2.8757958645101853,,dispersed
2013-03-07,12:57:00,13:09:00,13,7.19055892481951,12:57:00,1,0.0,0.49652311991026554,,compressed
2010-11-03,14:15:00,14:32:00,18,7.152222678441197,14:16:00,3,1.0,2.500823319541409,,dispersed
2008-11-28,13:48:00,15:59:00,124,7.14434281320748,15:38:00,2,0.967741935483871,0.2262175786419254,,compressed
2019-12-05,14:57:00,15:54:00,58,7.126227137543726,15:04:00,2,1.0,1.7920107910397323,,dispersed
2017-07-07,14:58:00,15:03:00,6,7.125031064268331,15:00:00,1,0.0,0.4824460967454682,,compressed
2019-02-22,14:35:00,14:47:00,13,7.046199991795385,14:36:00,2,1.0,1.119777079643056,,mixed
2018-11-26,14:45:00,14:46:00,2,7.017883781836561,14:45:00,2,1.0,0.5290756400336909,,compressed
2014-09-17,13:58:00,14:19:00,20,6.994739448924228,14:10:00,2,1.0,2.390725010857366,,dispersed
2020-12-23,15:50:00,16:00:00,10,6.972805236587955,15:59:00,2,1.0,1.6339395727993626,,dispersed
2019-01-17,14:38:00,14:59:00,22,6.9688427488532705,14:40:00,2,1.0,1.338473880438583,,mixed
2010-02-09,12:41:00,13:40:00,60,6.945485804950255,12:41:00,2,1.0,2.111800802894547,,dispersed
2013-11-20,14:01:00,14:28:00,28,6.922918995407878,14:03:00,2,1.0,1.613117127602833,,dispersed
2012-10-01,10:30:00,10:59:00,30,6.92183124692761,10:34:00,3,1.0,2.19955533562294,,dispersed
2019-02-20,14:01:00,14:21:00,21,6.878192397238308,14:09:00,3,1.0,2.112020984513607,,dispersed
2019-04-11,11:40:00,12:39:00,60,6.859311693030996,11:42:00,2,1.0,1.955451318436877,,dispersed
2016-02-11,14:35:00,14:53:00,18,6.834843452702731,14:39:00,2,0.8888888888888888,1.3115047773974868,,mixed
2010-01-27,14:16:00,14:41:00,26,6.816665763779013,14:21:00,2,1.0,1.5749982077051528,,dispersed
2011-03-31,13:49:00,14:08:00,20,6.807643761349749,13:55:00,3,0.55,0.41018903995077977,,compressed
2013-07-31,14:02:00,14:17:00,14,6.724240035149773,14:02:00,2,1.0,1.5197614230771483,,dispersed
2011-11-30,13:17:00,13:36:00,20,6.723435115690972,13:17:00,1,0.0,0.518423488076649,,compressed
2013-06-19,14:03:00,14:16:00,14,6.702287397036507,14:05:00,2,1.0,1.5472252753400426,,dispersed
2010-09-01,13:16:00,13:55:00,40,6.692316592256827,13:23:00,1,0.0,0.4269169533557347,,compressed
2020-11-27,15:32:00,16:00:00,29,6.689725265385365,15:53:00,2,1.0,0.18468550714133392,,compressed
2014-10-29,14:00:00,14:11:00,12,6.671588029660794,14:01:00,2,1.0,1.7296366130584226,,dispersed
2019-03-19,12:46:00,13:45:00,59,6.670708526549678,13:00:00,2,1.0,2.397766262279284,,dispersed
2009-04-29,14:18:00,14:38:00,21,6.667105869387886,14:23:00,2,1.0,1.2564033119488855,,mixed
2011-03-28,13:19:00,14:49:00,91,6.665133197803591,13:34:00,1,0.0,0.4619511339944351,,compressed
2011-08-16,12:09:00,12:33:00,25,6.607355691605534,12:16:00,2,1.0,1.1441696544432725,,mixed
2016-03-29,12:20:00,12:55:00,36,6.6062870662189335,12:20:00,2,1.0,1.4884686135402814,,mixed
2015-05-18,15:08:00,15:25:00,18,6.5978688827806735,15:24:00,1,0.0,0.3044067363352232,,compressed
2019-10-30,14:01:00,14:22:00,21,6.5820630197628684,14:02:00,2,1.0,2.109667152574065,,dispersed
2010-10-29,14:11:00,14:21:00,11,6.571152419707587,14:14:00,3,1.0,0.511232205689871,,compressed
2015-09-17,14:03:00,14:26:00,24,6.5666730859963875,14:04:00,2,1.0,2.0115534401071526,,dispersed
2012-03-08,13:05:00,13:25:00,21,6.533435922976977,13:16:00,1,0.23809523809523808,0.5061533418357808,,compressed
2010-11-02,15:42:00,15:44:00,3,6.515271513715992,15:44:00,2,1.0,0.5380386505216848,,compressed
2011-04-25,13:57:00,14:18:00,22,6.4750047560664195,13:57:00,1,0.0,0.44104482144347706,,compressed
2019-08-29,10:37:00,11:36:00,60,6.435855765235765,10:38:00,2,1.0,1.6324980458158322,,dispersed
2020-12-24,14:05:00,14:22:00,16,6.409300442592094,14:15:00,2,1.0,0.5134527061917069,,compressed
2011-07-19,13:38:00,14:06:00,29,6.40174025432888,13:45:00,2,1.0,1.3416104056716573,,mixed
2012-05-25,14:27:00,14:38:00,12,6.354835085725811,14:29:00,3,1.0,0.6149845992580645,,compressed
2008-05-07,14:30:00,14:45:00,16,6.341894293209566,14:32:00,1,0.125,1.0023305200982244,,mixed
2010-10-12,14:01:00,14:24:00,24,6.33434326366301,14:05:00,2,1.0,1.0193237293241106,,mixed
2016-07-20,13:01:00,13:35:00,35,6.283941543666783,13:01:00,1,0.45714285714285713,0.5186018268295437,,compressed
2018-08-17,14:04:00,14:44:00,30,6.27143136115427,14:06:00,2,1.0,1.0671466384976847,,mixed
2013-03-26,14:47:00,15:08:00,22,6.256560082531549,14:47:00,1,0.0,0.38644918287472657,,compressed
2018-12-31,15:59:00,15:59:00,1,6.246383678374912,15:59:00,2,1.0,1.3161705255979732,,mixed
2014-02-19,11:58:00,12:15:00,18,6.217089632533186,11:59:00,2,1.0,1.5378559897987594,,dispersed
2014-12-24,11:02:00,11:39:00,38,6.18858903585178,11:17:00,2,1.0,0.5008232302696023,,compressed
2014-06-06,14:50:00,15:12:00,23,6.1823097494082635,14:51:00,2,0.7391304347826086,0.528867561487082,,compressed
2010-08-10,13:16:00,13:46:00,30,6.173899611119741,13:44:00,1,0.0,0.5850825291786372,,compressed
2018-03-05,15:09:00,15:18:00,10,6.16733253898255,15:15:00,1,0.2,0.9255624571049348,,mixed
2011-07-01,10:30:00,10:59:00,30,6.1524141253292175,10:32:00,2,1.0,2.2119658155253363,,dispersed
2017-08-03,14:52:00,15:11:00,20,6.138394109185703,14:52:00,1,0.7,0.5888306185871504,,compressed
2020-11-06,10:57:00,11:15:00,19,6.136846568545435,10:59:00,2,1.0,1.406436008434234,,mixed
2011-02-01,13:52:00,14:39:00,48,6.1026224104133835,14:10:00,1,0.0,0.44092340916842776,,compressed
2014-04-30,14:03:00,14:21:00,16,6.101940651164674,14:03:00,2,1.0,1.199515004306358,,mixed
2019-12-26,14:17:00,15:22:00,66,6.098200724731201,15:03:00,1,0.10606060606060606,0.5626834636021598,,compressed
2013-02-08,15:05:00,15:15:00,11,6.0910005308899775,15:05:00,3,1.0,0.4364064393791201,,compressed
2008-10-01,13:44:00,14:42:00,59,6.088440389764492,13:46:00,2,1.0,1.845087176877228,,dispersed
2008-11-28,11:15:00,11:49:00,35,6.0822746635067055,11:36:00,1,0.0,0.4148843623740815,,compressed
2021-03-30,15:59:00,15:59:00,1,6.080554947289768,15:59:00,2,1.0,1.3355527573469874,,mixed
2016-05-18,14:00:00,14:14:00,15,6.070876249508234,14:00:00,2,1.0,1.6680453226962078,,dispersed
2017-02-17,14:08:00,14:19:00,12,6.046195325506406,14:08:00,1,0.0,0.5578049942371273,,compressed
2015-02-18,14:00:00,14:31:00,29,6.038788495676322,14:00:00,2,1.0,1.4842929309198145,,mixed
2012-07-13,12:49:00,13:10:00,21,6.030844101482548,13:05:00,3,0.7142857142857143,0.5878434751741427,,compressed
2017-12-28,12:41:00,13:38:00,56,6.014689448047073,13:27:00,3,0.4642857142857143,0.40312123774046527,,compressed
2012-02-03,13:59:00,14:27:00,29,6.0034465821379,13:59:00,1,0.0,0.5285547911846951,,compressed
2012-07-11,14:03:00,14:20:00,14,5.98933247417347,14:03:00,2,1.0,1.5215524217319447,,dispersed
2012-03-09,12:47:00,13:24:00,38,5.982007737497338,12:47:00,3,0.9736842105263158,0.5076587296120835,,compressed
2011-01-11,12:52:00,13:01:00,10,5.9693863638735145,12:55:00,1,0.0,0.5193376772671763,,compressed
2020-10-06,14:49:00,15:04:00,15,5.965584417450728,14:50:00,2,1.0,2.1723123530425075,,dispersed
2019-07-31,14:00:00,14:13:00,14,5.959577765584122,14:04:00,2,1.0,2.5442560247506942,,dispersed
2013-08-21,14:00:00,14:22:00,23,5.928701788590804,14:06:00,2,1.0,1.6398047527052182,,dispersed
2017-09-22,15:04:00,15:49:00,46,5.9138341502042255,15:16:00,1,0.10869565217391304,0.5592609335428523,,compressed
2017-09-11,14:01:00,14:32:00,32,5.9102324796868935,14:03:00,1,0.21875,0.5321963657022486,,compressed
2014-08-21,15:05:00,15:16:00,12,5.9101185831013465,15:08:00,1,0.08333333333333333,0.4790611896790794,,compressed
2014-07-16,13:13:00,13:39:00,25,5.909600075906315,13:32:00,1,0.04,0.4874095924838987,,compressed
2009-02-06,14:08:00,14:18:00,10,5.908829016566631,14:18:00,2,1.0,0.7440159323155761,,mixed
2015-10-12,13:25:00,13:47:00,21,5.903236693226846,13:34:00,2,0.9523809523809523,0.4217902378864577,,compressed
2008-07-14,15:22:00,16:00:00,39,5.901385150366179,15:26:00,2,1.0,1.372539203629155,,mixed
2014-01-29,14:02:00,14:31:00,30,5.895949926261229,14:06:00,2,1.0,1.5883193475276012,,dispersed
2012-11-29,11:40:00,12:07:00,26,5.887957260968631,11:50:00,2,1.0,1.9461388678460516,,dispersed
2020-09-14,14:54:00,15:16:00,23,5.856013817128423,15:02:00,3,1.0,0.8811167544539006,,mixed
2019-10-08,14:57:00,15:23:00,27,5.845721818095581,14:58:00,3,1.0,2.6683555721275796,,dispersed
2014-10-03,13:48:00,14:12:00,20,5.818733089246717,13:53:00,2,1.0,0.5509672090433062,,compressed
2017-09-15,14:48:00,15:11:00,24,5.780243056185052,14:56:00,1,0.625,0.6253690487871157,,compressed
2012-02-13,14:34:00,14:35:00,2,5.777084899055473,14:34:00,1,0.0,0.5154113684102479,,compressed
2011-09-21,14:25:00,14:42:00,16,5.769566274022288,14:25:00,2,1.0,1.6020584175938173,,dispersed
2010-10-22,13:51:00,14:26:00,36,5.756010102372047,14:15:00,1,0.05555555555555555,0.40243291152816435,,compressed
2009-12-16,13:23:00,13:43:00,21,5.746009264963533,13:38:00,3,0.7142857142857143,0.4382161986272413,,compressed
2012-04-03,14:00:00,14:16:00,17,5.739116886212456,14:00:00,2,1.0,1.2916840404630756,,mixed
2018-11-30,13:33:00,14:17:00,45,5.736811740874013,13:48:00,2,1.0,1.016825860278102,,mixed
2014-08-27,13:35:00,13:41:00,7,5.734953046527992,13:41:00,1,0.14285714285714285,0.512696584651904,,compressed
2020-04-06,15:50:00,16:00:00,11,5.727854768256271,15:50:00,2,1.0,1.2535303168523368,,mixed
2019-11-07,11:59:00,12:58:00,60,5.725222447364959,12:01:00,2,1.0,2.2038818729049607,,dispersed
2017-04-07,13:30:00,14:28:00,59,5.723864667551646,13:38:00,2,1.0,1.122104072203728,,mixed
2017-10-18,14:51:00,14:59:00,9,5.716231228711229,14:52:00,1,0.1111111111111111,0.6026055651548847,,compressed
2019-11-06,11:44:00,12:05:00,22,5.71158027755606,11:45:00,2,1.0,1.9762612181547736,,dispersed
2017-08-07,13:16:00,13:50:00,35,5.711527305756275,13:16:00,3,0.8857142857142857,0.4483262736791527,,compressed
2017-12-21,12:32:00,12:55:00,24,5.70228618043584,12:54:00,1,0.041666666666666664,0.49471664786370173,,compressed
2010-01-19,13:59:00,15:11:00,73,5.682205260313555,13:59:00,3,0.4520547945205479,0.5134187502075214,,compressed
2010-03-16,13:36:00,13:54:00,18,5.677252541978882,13:43:00,2,1.0,0.4565833902085734,,compressed
2019-03-13,14:45:00,14:52:00,8,5.664238414988706,14:46:00,2,1.0,1.398524513192767,,mixed
2012-06-28,15:33:00,15:40:00,8,5.657347591319108,15:33:00,3,1.0,2.131628991057542,,dispersed
2017-10-31,14:40:00,14:41:00,2,5.649470633801598,14:41:00,1,0.0,0.4683766671933234,,compressed
2009-11-27,14:15:00,14:52:00,38,5.64323578546275,14:42:00,2,1.0,0.5703661625247569,,compressed
2014-07-24,13:00:00,13:03:00,4,5.620627135707126,13:00:00,1,0.0,0.5108130976290024,,compressed
2019-08-13,13:17:00,14:16:00,60,5.615601320828882,14:08:00,2,1.0,1.2113733862206548,,mixed
2015-05-18,13:15:00,13:48:00,31,5.60916730734487,13:30:00,2,0.12903225806451613,0.41750393776135536,,compressed
2015-09-17,13:19:00,13:35:00,17,5.6035268514984935,13:24:00,2,1.0,0.8169683771565441,,mixed
2011-10-21,13:26:00,13:40:00,15,5.598714945083599,13:26:00,2,0.26666666666666666,0.7808071586732289,,mixed
2010-10-07,13:29:00,13:55:00,27,5.589840296391595,13:35:00,2,0.6666666666666666,0.8050243333715813,,mixed
2020-06-08,13:34:00,14:29:00,56,5.574218001720301,13:34:00,2,1.0,0.9464936933032216,,mixed
2010-04-06,13:32:00,13:54:00,23,5.5394908875885305,13:38:00,1,0.0,0.6733100527088685,,mixed
2018-08-30,14:17:00,14:36:00,17,5.523046731146604,14:20:00,2,1.0,2.097205977720635,,dispersed
2017-04-21,13:10:00,14:09:00,60,5.516394638164954,13:14:00,2,1.0,1.3744006400514075,,mixed
2009-12-23,12:40:00,13:14:00,34,5.515805334954284,12:44:00,3,0.9411764705882353,0.3953722158323206,,compressed
2009-10-09,14:13:00,14:42:00,30,5.513921596447747,14:30:00,2,0.9666666666666667,0.5881642133531608,,compressed
2011-12-19,15:04:00,15:26:00,23,5.499206176906136,15:04:00,2,1.0,1.3562897288850584,,mixed
2009-09-08,13:10:00,13:41:00,32,5.490739655101035,13:23:00,2,0.28125,0.7123240019592515,,mixed
2019-09-12,10:30:00,11:09:00,40,5.490016361124459,10:31:00,2,1.0,3.5860222849548755,,dispersed
2012-08-01,14:13:00,14:17:00,5,5.483667283037456,14:13:00,2,1.0,1.665756187482328,,dispersed
2015-07-20,13:25:00,13:36:00,12,5.474638417533025,13:28:00,1,0.0,0.6309869437824042,,compressed
2009-09-09,12:55:00,12:58:00,4,5.4738311730469755,12:56:00,3,0.75,0.44638356019713826,,compressed
2010-12-06,14:11:00,14:22:00,12,5.4718743518659085,14:11:00,1,0.0,0.550915712426016,,compressed
2013-05-16,14:00:00,14:00:00,1,5.4575776162530545,14:00:00,2,1.0,0.6202333602338771,,compressed
2018-11-01,13:47:00,14:07:00,21,5.438322394537778,13:49:00,2,1.0,0.4968496030767973,,compressed
2011-10-10,10:37:00,11:05:00,27,5.424536258380794,11:02:00,2,0.6666666666666666,0.6035192055346471,,compressed
2020-03-13,15:38:00,15:51:00,12,5.419799850463839,15:41:00,2,1.0,1.8500138238560824,,dispersed
2008-09-24,13:15:00,13:27:00,9,5.414694840345886,13:23:00,1,0.3333333333333333,0.7492717083559249,,mixed
2019-12-20,13:42:00,13:53:00,12,5.403591955489957,13:46:00,1,0.0,0.5539864274909488,,compressed
2020-03-03,10:30:00,10:59:00,30,5.393509220353655,10:31:00,2,1.0,3.6343730297698813,,dispersed
2020-07-29,11:02:00,11:10:00,9,5.358423552840823,11:03:00,1,0.0,0.47398252612440683,,compressed
2009-10-09,13:35:00,14:03:00,27,5.3539365957318985,13:54:00,2,0.6666666666666666,0.5399656672951932,,compressed
2017-11-06,14:08:00,14:30:00,23,5.351369270941592,14:10:00,1,0.34782608695652173,0.5291927267068065,,compressed
2010-08-18,12:40:00,12:47:00,8,5.348376218128239,12:43:00,1,0.0,0.8277658837005699,,mixed
2021-01-26,14:26:00,14:59:00,34,5.347379517741919,14:33:00,2,1.0,1.2133619149706334,,mixed
2010-06-23,14:16:00,14:26:00,11,5.32684884695795,14:20:00,2,1.0,1.3227406646945188,,mixed
2014-04-22,12:56:00,13:12:00,15,5.323898310605494,13:09:00,2,1.0,0.6108533963679276,,compressed
2011-12-23,14:42:00,15:15:00,34,5.321764465036015,15:02:00,1,0.0,0.3252343123270019,,compressed
2019-11-13,13:57:00,14:06:00,10,5.313450712536482,13:59:00,2,1.0,2.2665827055589736,,dispersed
2019-11-14,13:57:00,14:56:00,57,5.311588116438486,13:59:00,2,1.0,1.7157853589581131,,dispersed
2011-04-21,14:49:00,15:27:00,39,5.3101270264839115,14:51:00,3,0.07692307692307693,0.467835604170816,,compressed
2013-09-13,15:06:00,15:55:00,47,5.304876054497419,15:23:00,1,0.0,0.626641824620433,,compressed
2013-11-11,15:00:00,15:07:00,8,5.303389467225472,15:01:00,1,0.0,0.49936694789426583,,compressed
2009-11-27,15:02:00,15:59:00,55,5.293797423879122,15:55:00,2,1.0,0.9912203826707929,,mixed
2014-05-29,13:25:00,14:09:00,45,5.283643802000606,13:43:00,3,1.0,0.5947974450627258,,compressed
2008-02-20,12:04:00,12:35:00,32,5.282109462233375,12:22:00,2,1.0,1.6805663362918566,,dispersed
2016-12-21,12:44:00,13:03:00,20,5.2785678785801355,12:44:00,1,0.0,0.4426149369222453,,compressed
2011-04-21,13:29:00,13:49:00,21,5.269326989408317,13:29:00,1,0.0,0.5612467890361602,,compressed
2011-07-22,13:57:00,14:07:00,7,5.2672214247296925,14:07:00,1,0.0,0.5403911702980259,,compressed
2019-12-12,14:30:00,14:52:00,23,5.261367536989595,14:30:00,2,1.0,3.5334870731247388,,dispersed
2017-05-08,14:00:00,14:10:00,11,5.259407922725774,14:01:00,1,0.0,0.5036266138899855,,compressed
2012-03-09,13:38:00,13:45:00,8,5.259306196463928,13:43:00,3,1.0,0.5264286757246157,,compressed
2018-03-16,15:59:00,15:59:00,1,5.22616660904765,15:59:00,2,1.0,1.0231710313170226,,mixed
2017-07-14,12:25:00,13:07:00,41,5.211107496877407,12:42:00,3,1.0,0.6912450629059121,,mixed
2015-01-28,14:00:00,14:14:00,15,5.209910661557642,14:00:00,2,1.0,1.4448194486017967,,mixed
2008-10-30,15:23:00,15:34:00,12,5.204805223386225,15:24:00,1,0.08333333333333333,1.0527383915061788,,mixed
2012-08-07,13:50:00,14:02:00,13,5.2031034297848935,14:02:00,1,0.0,0.48000489846879646,,compressed
2008-10-22,11:16:00,11:24:00,9,5.196809687301542,11:19:00,1,0.0,1.0488808063026178,,mixed
2014-04-03,11:44:00,11:58:00,15,5.191352166412681,11:56:00,1,0.0,0.9818459638272955,,mixed
2016-07-01,12:46:00,13:09:00,24,5.188642070346008,12:50:00,1,0.0,0.6355030900413586,,compressed
2020-03-12,13:01:00,13:11:00,11,5.185264019043287,13:04:00,2,1.0,2.2277599322920754,COVID CIRCUIT BREAKER #2 (-9.5% day),dispersed
2017-08-16,13:12:00,13:42:00,31,5.179309056096122,13:16:00,2,1.0,1.3660390409195184,,mixed
2015-04-13,14:51:00,15:12:00,20,5.176545967500071,14:52:00,2,1.0,1.3487662610059743,,mixed
2010-03-05,12:17:00,13:29:00,73,5.174572845223961,12:30:00,1,0.0,0.568954758947229,,compressed
2019-03-20,14:00:00,14:14:00,15,5.153927786750584,14:02:00,2,1.0,1.9163091574173121,,dispersed
2021-04-26,15:29:00,15:43:00,15,5.145171053685462,15:34:00,2,1.0,1.3018347160123116,,mixed
2010-06-16,14:30:00,14:31:00,2,5.138809240759323,14:31:00,1,0.0,0.6603564498152364,,compressed
2014-04-16,15:54:00,15:59:00,6,5.135651475231735,15:58:00,1,0.0,0.5245488048667329,,compressed
2012-05-01,10:30:00,10:59:00,30,5.128060335474978,10:54:00,2,1.0,3.0059284464110525,,dispersed
2013-10-14,14:09:00,14:22:00,14,5.121608737942416,14:12:00,1,0.0,0.7484285607337143,,mixed
2016-09-12,13:15:00,13:27:00,13,5.1101310706727885,13:18:00,2,1.0,2.4398546022005907,,dispersed
2015-10-27,11:54:00,12:03:00,10,5.10600482296446,11:57:00,2,1.0,1.2933328610191404,,mixed
2010-08-02,10:31:00,10:59:00,29,5.095700167564801,10:31:00,2,1.0,1.4388953657627461,,mixed
2015-06-17,14:01:00,14:13:00,13,5.083181727950273,14:05:00,2,1.0,2.061440182044249,,dispersed
2018-06-06,13:48:00,14:23:00,36,5.082292084319103,14:19:00,2,1.0,0.726047435256544,,mixed
2010-03-02,13:53:00,14:04:00,12,5.0624339518111805,13:53:00,3,0.25,0.5130703835997816,,compressed
2008-10-29,14:18:00,14:21:00,4,5.052147326308689,14:19:00,2,1.0,0.969797345454446,,mixed
